"video_cats","video_intense","video_num","Subject","Anxiety","ExpectedFear","how_aroused","how_distant_present","how_fearful","how_pleasant"
"Heights","Low","12","R_22Pa4rdW2nUEzTP",10,5,30,85,5,45
"Heights","Low","12","R_22Sqf4FjWJpyFvk",5,3,31,96,29,9
"Heights","Low","12","R_24jBqyC3zOdJKHk",66,67,55,53,75,58
"Heights","Low","12","R_27dPJ0iZtEvdYD4",10,10,10,25,10,50
"Heights","Low","12","R_27QiJuaHb7aXJQ9",0,0,59,58,14,60
"Heights","Low","12","R_28D2wkAUezhavew",6,32,96,90,68,61
"Heights","Low","12","R_2BsbF9JRjRAUCrG",10,40,25,50,13,50
"Heights","Low","12","R_2Bu4QGABXAR2XFn",53,53,46,62,46,56
"Heights","Low","12","R_2bZUOiUOmzc5qJJ",55,24,77,79,61,61
"Heights","Low","12","R_2cingKcm9OAuqlq",67,62,62,72,59,76
"Heights","Low","12","R_2dmva03gx1Dfg5o",6,30,99,94,87,0
"Heights","Low","12","R_2dQROrRA3MLkRKa",100,100,100,100,92,50
"Heights","Low","12","R_2eUtv3tn0HBYOmQ",0,0,0,70,0,50
"Heights","Low","12","R_2eVBKiWn6Yoa3R4",4,0,0,2,0,1
"Heights","Low","12","R_2fJcBcUeDAkveeM",4,17,82,94,71,91
"Heights","Low","12","R_2frkDhV2x6aNvWz",56,55,51,53,57,46
"Heights","Low","12","R_2tsOekW5EXwGsGp",27,77,77,83,61,40
"Heights","Low","12","R_2VQGraBOdDfD6kP",8,4,20,16,8,53
"Heights","Low","12","R_2WMF35rtU0uBexM",55,67,75,92,38,62
"Heights","Low","12","R_2YEvsxnrHnaedVc",46,61,95,91,98,12
"Heights","Low","12","R_2ylbwil58S9Dg3g",4,2,88,98,0,93
"Heights","Low","12","R_31dr2XpqS952AKV",0,0,83,93,0,100
"Heights","Low","12","R_337PEDW01nxmrXn",74,89,89,86,90,94
"Heights","Low","12","R_3eh7lS2Gn0YIGX8",60,58,75,68,71,29
"Heights","Low","12","R_3EuNzDW57avhFal",37,70,58,57,58,0
"Heights","Low","12","R_3EvhOmMQGHjxisJ",0,10,0,90,0,50
"Heights","Low","12","R_3fld7tjf93fYznF",61,81,100,100,100,0
"Heights","Low","12","R_3hauTph43RzeqC1",11,9,10,38,10,10
"Heights","Low","12","R_3hllAS7v9Mr6KHa",55,89,100,100,100,0
"Heights","Low","12","R_3hmCJ8nN5viaaPy",6,51,97,98,19,63
"Heights","Low","12","R_3htesdLPiYClCA5",0,0,0,84,0,51
"Heights","Low","12","R_3Huhrq1djTT4KdF",35,40,90,85,20,36
"Heights","Low","12","R_3ixIFx3YVFn2phw",22,12,78,70,26,45
"Heights","Low","12","R_3j3egpbCQ8AOaFH",20,40,90,100,40,70
"Heights","Low","12","R_3JK8mhcVAhH1cYN",0,0,67,90,15,44
"Heights","Low","12","R_3JzngGW2vsHAk6Y",40,40,0,100,0,89
"Heights","Low","12","R_3KryTuJmKTxXjim",1,12,79,86,12,69
"Heights","Low","12","R_3lxMuyrbG1ewg89",40,90,98,100,97,0
"Heights","Low","12","R_3LZJrZemGbYtmAq",0,10,0,100,0,0
"Heights","Low","12","R_3NU2EbrCDhYOSw4",69,76,97,90,100,33
"Heights","Low","12","R_3NUHkQ7u6Z7U5So",10,10,20,70,10,70
"Heights","Low","12","R_3oGZtyQH6L4kqUw",4,21,37,20,56,0
"Heights","Low","12","R_3oKQvyXwd8LBwRD",35,40,55,60,25,65
"Heights","Low","12","R_3q7kYa381PtmyA3",46,39,95,96,50,47
"Heights","Low","12","R_3QPBTjd1B8cWwVs",95,99,97,5,100,72
"Heights","Low","12","R_3qvt4ofeIEPVi6Z",0,1,100,100,0,96
"Heights","Low","12","R_3s16evth0kO1gOG",35,65,70,95,60,25
"Heights","Low","12","R_5irlwFbumPPxDqN",55,60,95,90,75,0
"Heights","Low","12","R_5vEde5bpfRcBUSR",15,90,80,77,90,20
"Heights","Low","12","R_88QBxtZzthDPw5P",78,79,98,100,89,71
"Heights","Low","12","R_8lhMbAAmhPTH3KV",29,13,27,23,18,27
"Heights","Low","12","R_9z6o3XhybVZnDJD",87,99,83,1,97,85
"Heights","Low","12","R_A1ynaFImvOIYIyl",5,19,63,64,11,36
"Heights","Low","12","R_agu43adP9dmW1Ut",12,15,13,55,10,46
"Heights","Low","12","R_aViQ4qyGf4ZfmLf",0,0,100,100,10,81
"Heights","Low","12","R_cT3eteh2G55FPjj",22,23,66,12,14,58
"Heights","Low","12","R_cYkozB2WqZbxvi1",60,70,80,80,40,40
"Heights","Low","12","R_DAf4S53mLTGDwQ1",12,24,72,71,15,61
"Heights","Low","12","R_DSLgkEtvD3Fa10Z",80,80,100,80,60,50
"Heights","Low","12","R_eIJhGp1TZkpiVdn",30,70,90,90,0,100
"Heights","Low","12","R_eLL4wseyOFuox5D",80,67,39,71,68,71
"Heights","Low","12","R_pawByuUlC7Ye2AN",3,0,72,81,0,77
"Heights","Low","12","R_pMBnK60HOxcmyZz",5,5,55,89,10,51
"Heights","Low","12","R_po8MWys5eYyufip",27,60,0,73,0,100
"Heights","Low","12","R_Qgjm9n7YBgShxYZ",12,3,17,80,6,72
"Heights","Low","12","R_Rtu9vj81TcVzBDz",15,3,91,18,5,93
"Heights","Low","12","R_RXEHPs8tYQNbHJn",56,77,65,72,82,32
"Heights","Low","12","R_tECZC6S2PedhmA9",72,100,100,100,27,83
"Heights","Low","12","R_TnMHq0KaIVlKfqp",0,0,88,89,0,70
"Heights","Low","12","R_TorWoeGEL3lNlbX",45,40,88,86,45,59
"Heights","Low","12","R_un9FpuYuTNHwtj3",10,10,3,62,1,18
"Heights","Low","12","R_WDrPZnYCUoeSmR3",10,0,80,100,0,100
"Heights","Low","12","R_wRyJJImGxzrwl69",6,3,75,97,28,37
"Heights","Low","12","R_wYklq5dyUKrTpfz",0,50,80,70,60,30
"Heights","Low","12","R_XIlOj977r0FkBj3",10,10,15,55,10,35
"Heights","Low","12","R_Y9zteRJA0ZIyZ5D",85,86,80,92,81,0
"Heights","Low","12","R_ywJ22mo2kwiNbYl",91,93,97,100,96,0
"Heights","Low","12","R_z0WWV95k7LQI9z3",75,72,77,81,75,79
"Heights","Low","7","R_0lFJxz1l9GCqPLz",61,75,52,62,30,37
"Heights","Low","7","R_10HrOnbw2qcNAFb",92,90,89,84,87,81
"Heights","Low","7","R_10q0sXSDxr6uiLQ",20,40,5,80,0,80
"Heights","Low","7","R_12roVNyjptyqPX7",0,0,10,10,0,50
"Heights","Low","7","R_1BQO7gJBnvyOfnX",62,63,66,79,30,67
"Heights","Low","7","R_1dKwDU013ctZcWB",89,88,32,28,63,45
"Heights","Low","7","R_1EYiSA7OuD5fcOR",72,99,100,100,99,0
"Heights","Low","7","R_1FbU3BZ3c8TSv8Q",14,16,21,39,13,61
"Heights","Low","7","R_1IHhzezWkuPoGI1",0,0,0,25,0,70
"Heights","Low","7","R_1JJ9v8kI1xLTIzk",0,4,99,99,0,99
"Heights","Low","7","R_1k0jZkHgc2fuwrT",12,20,25,80,0,80
"Heights","Low","7","R_1k1XfPdy5fGOgce",20,19,17,25,26,37
"Heights","Low","7","R_1K83jaaIhmUroct",0,71,64,77,0,75
"Heights","Low","7","R_1Lb4ufeIxRNJL6d",5,5,55,95,5,95
"Heights","Low","7","R_1mRfeliyC362m9I",10,40,70,80,20,80
"Heights","Low","7","R_1N8PfXN94lXsKqs",71,71,80,100,40,30
"Heights","Low","7","R_1Ngm1dwb6b8gUCb",0,0,50,100,0,100
"Heights","Low","7","R_1P5it599MB6JPGo",77,82,87,67,70,78
"Heights","Low","7","R_1PcadSYfGf2PSUz",61,67,42,24,34,54
"Heights","Low","7","R_1pXAJSjLxGuFnzr",40,81,29,72,30,72
"Heights","Low","7","R_214D9q0Wz9CWOHY",83,94,62,58,35,45
"Heights","Low","7","R_21oBrz58HPW2sJC",39,65,38,87,9,81
"Heights","Low","7","R_22Pa4rdW2nUEzTP",5,5,15,80,0,56
"Heights","Low","7","R_22Sqf4FjWJpyFvk",8,23,8,83,2,59
"Heights","Low","7","R_24jBqyC3zOdJKHk",67,82,54,66,65,70
"Heights","Low","7","R_27dPJ0iZtEvdYD4",10,10,10,30,10,40
"Heights","Low","7","R_27QiJuaHb7aXJQ9",0,0,0,11,0,30
"Heights","Low","7","R_28D2wkAUezhavew",11,56,35,78,28,67
"Heights","Low","7","R_2BsbF9JRjRAUCrG",0,13,10,17,4,65
"Heights","Low","7","R_2Bu4QGABXAR2XFn",63,38,64,51,37,34
"Heights","Low","7","R_2bZUOiUOmzc5qJJ",5,5,10,10,1,80
"Heights","Low","7","R_2cingKcm9OAuqlq",63,75,83,86,76,72
"Heights","Low","7","R_2dmva03gx1Dfg5o",8,19,7,81,0,82
"Heights","Low","7","R_2dQROrRA3MLkRKa",91,90,100,100,27,50
"Heights","Low","7","R_2eUtv3tn0HBYOmQ",0,0,0,55,0,50
"Heights","Low","7","R_2eVBKiWn6Yoa3R4",100,0,2,0,4,0
"Heights","Low","7","R_2fJcBcUeDAkveeM",0,9,21,61,4,93
"Heights","Low","7","R_2frkDhV2x6aNvWz",54,49,46,53,54,53
"Heights","Low","7","R_2tsOekW5EXwGsGp",38,70,54,67,30,44
"Heights","Low","7","R_2VQGraBOdDfD6kP",8,7,31,32,6,67
"Heights","Low","7","R_2WMF35rtU0uBexM",62,61,64,84,76,90
"Heights","Low","7","R_2YEvsxnrHnaedVc",59,74,65,93,31,30
"Heights","Low","7","R_2ylbwil58S9Dg3g",0,1,62,31,0,80
"Heights","Low","7","R_31dr2XpqS952AKV",0,0,20,86,0,90
"Heights","Low","7","R_337PEDW01nxmrXn",87,68,89,91,86,85
"Heights","Low","7","R_3eh7lS2Gn0YIGX8",55,55,40,63,40,67
"Heights","Low","7","R_3EuNzDW57avhFal",45,93,59,60,0,100
"Heights","Low","7","R_3EvhOmMQGHjxisJ",0,4,0,94,0,82
"Heights","Low","7","R_3fld7tjf93fYznF",0,100,12,29,12,90
"Heights","Low","7","R_3hauTph43RzeqC1",16,19,13,32,8,81
"Heights","Low","7","R_3hllAS7v9Mr6KHa",41,61,22,23,6,82
"Heights","Low","7","R_3hmCJ8nN5viaaPy",51,51,6,81,2,70
"Heights","Low","7","R_3htesdLPiYClCA5",0,2,0,72,0,51
"Heights","Low","7","R_3Huhrq1djTT4KdF",57,55,35,17,30,38
"Heights","Low","7","R_3ixIFx3YVFn2phw",30,25,33,72,6,77
"Heights","Low","7","R_3j3egpbCQ8AOaFH",20,20,40,20,0,90
"Heights","Low","7","R_3JK8mhcVAhH1cYN",1,3,10,33,0,55
"Heights","Low","7","R_3JzngGW2vsHAk6Y",21,25,5,90,6,92
"Heights","Low","7","R_3KryTuJmKTxXjim",5,11,87,92,9,77
"Heights","Low","7","R_3lxMuyrbG1ewg89",50,80,45,100,45,51
"Heights","Low","7","R_3LZJrZemGbYtmAq",0,10,0,100,0,0
"Heights","Low","7","R_3NU2EbrCDhYOSw4",78,68,67,42,47,25
"Heights","Low","7","R_3NUHkQ7u6Z7U5So",20,20,15,90,5,75
"Heights","Low","7","R_3oGZtyQH6L4kqUw",2,54,2,0,6,62
"Heights","Low","7","R_3oKQvyXwd8LBwRD",25,45,20,30,10,60
"Heights","Low","7","R_3q7kYa381PtmyA3",38,25,13,65,17,58
"Heights","Low","7","R_3QPBTjd1B8cWwVs",89,99,86,88,83,95
"Heights","Low","7","R_3qvt4ofeIEPVi6Z",1,0,85,99,0,98
"Heights","Low","7","R_3s16evth0kO1gOG",45,70,15,35,15,50
"Heights","Low","7","R_5irlwFbumPPxDqN",65,65,40,45,30,50
"Heights","Low","7","R_5vEde5bpfRcBUSR",20,90,60,70,30,50
"Heights","Low","7","R_88QBxtZzthDPw5P",64,74,33,69,39,64
"Heights","Low","7","R_8lhMbAAmhPTH3KV",74,69,66,29,70,60
"Heights","Low","7","R_9z6o3XhybVZnDJD",85,98,95,77,83,71
"Heights","Low","7","R_A1ynaFImvOIYIyl",6,15,13,45,0,76
"Heights","Low","7","R_agu43adP9dmW1Ut",29,29,18,65,19,33
"Heights","Low","7","R_aViQ4qyGf4ZfmLf",0,20,50,50,0,100
"Heights","Low","7","R_cT3eteh2G55FPjj",16,26,36,77,4,61
"Heights","Low","7","R_cYkozB2WqZbxvi1",65,70,40,85,50,25
"Heights","Low","7","R_DAf4S53mLTGDwQ1",5,18,7,63,1,60
"Heights","Low","7","R_DSLgkEtvD3Fa10Z",60,60,50,70,0,90
"Heights","Low","7","R_eIJhGp1TZkpiVdn",30,70,61,96,60,32
"Heights","Low","7","R_eLL4wseyOFuox5D",69,81,73,76,38,38
"Heights","Low","7","R_pawByuUlC7Ye2AN",5,5,3,10,0,85
"Heights","Low","7","R_pMBnK60HOxcmyZz",5,5,10,55,2,65
"Heights","Low","7","R_po8MWys5eYyufip",34,0,0,51,0,100
"Heights","Low","7","R_Qgjm9n7YBgShxYZ",7,5,4,59,0,57
"Heights","Low","7","R_Rtu9vj81TcVzBDz",23,12,82,82,4,94
"Heights","Low","7","R_RXEHPs8tYQNbHJn",79,99,2,9,5,88
"Heights","Low","7","R_tECZC6S2PedhmA9",43,76,59,70,23,76
"Heights","Low","7","R_TnMHq0KaIVlKfqp",0,0,0,3,0,51
"Heights","Low","7","R_TorWoeGEL3lNlbX",35,40,45,37,13,85
"Heights","Low","7","R_un9FpuYuTNHwtj3",5,9,8,0,0,23
"Heights","Low","7","R_WDrPZnYCUoeSmR3",0,0,0,80,20,50
"Heights","Low","7","R_wRyJJImGxzrwl69",7,3,9,95,2,92
"Heights","Low","7","R_wYklq5dyUKrTpfz",90,80,10,80,0,60
"Heights","Low","7","R_XIlOj977r0FkBj3",10,10,5,51,11,31
"Heights","Low","7","R_Y9zteRJA0ZIyZ5D",61,61,44,69,32,75
"Heights","Low","7","R_ywJ22mo2kwiNbYl",92,92,60,60,70,43
"Heights","Low","7","R_z0WWV95k7LQI9z3",76,69,72,75,65,71
"Heights","Low","8","R_0lFJxz1l9GCqPLz",69,68,90,86,90,13
"Heights","Low","8","R_10HrOnbw2qcNAFb",92,79,87,87,95,89
"Heights","Low","8","R_10q0sXSDxr6uiLQ",10,10,30,50,20,50
"Heights","Low","8","R_12roVNyjptyqPX7",0,0,0,0,0,50
"Heights","Low","8","R_1BQO7gJBnvyOfnX",66,67,92,68,69,3
"Heights","Low","8","R_1dKwDU013ctZcWB",92,82,89,96,72,12
"Heights","Low","8","R_1EYiSA7OuD5fcOR",100,100,99,100,99,0
"Heights","Low","8","R_1FbU3BZ3c8TSv8Q",12,16,27,76,77,5
"Heights","Low","8","R_1IHhzezWkuPoGI1",0,0,0,15,0,50
"Heights","Low","8","R_1JJ9v8kI1xLTIzk",0,1,99,100,35,95
"Heights","Low","8","R_1k0jZkHgc2fuwrT",10,10,65,76,60,10
"Heights","Low","8","R_1k1XfPdy5fGOgce",75,85,100,100,100,0
"Heights","Low","8","R_1K83jaaIhmUroct",36,30,89,98,62,19
"Heights","Low","8","R_1Lb4ufeIxRNJL6d",13,45,70,75,60,40
"Heights","Low","8","R_1mRfeliyC362m9I",10,30,75,80,50,30
"Heights","Low","8","R_1N8PfXN94lXsKqs",70,70,100,100,100,0
"Heights","Low","8","R_1Ngm1dwb6b8gUCb",0,0,0,100,0,100
"Heights","Low","8","R_1P5it599MB6JPGo",72,72,89,66,66,77
"Heights","Low","8","R_1PcadSYfGf2PSUz",78,85,70,63,63,72
"Heights","Low","8","R_1pXAJSjLxGuFnzr",10,72,62,66,61,41
"Heights","Low","8","R_214D9q0Wz9CWOHY",96,100,74,80,69,12
"Heights","Low","8","R_21oBrz58HPW2sJC",29,70,88,100,69,20
"Heights","Low","8","R_22Pa4rdW2nUEzTP",5,5,30,80,5,40
"Heights","Low","8","R_22Sqf4FjWJpyFvk",20,56,34,97,45,3
"Heights","Low","8","R_24jBqyC3zOdJKHk",55,71,47,34,70,26
"Heights","Low","8","R_27dPJ0iZtEvdYD4",10,10,20,30,15,40
"Heights","Low","8","R_27QiJuaHb7aXJQ9",0,1,63,62,8,61
"Heights","Low","8","R_28D2wkAUezhavew",3,27,72,76,39,36
"Heights","Low","8","R_2BsbF9JRjRAUCrG",0,15,39,64,39,38
"Heights","Low","8","R_2Bu4QGABXAR2XFn",39,20,56,62,48,38
"Heights","Low","8","R_2bZUOiUOmzc5qJJ",47,60,73,58,61,30
"Heights","Low","8","R_2cingKcm9OAuqlq",81,62,87,90,75,80
"Heights","Low","8","R_2dmva03gx1Dfg5o",2,30,100,91,20,0
"Heights","Low","8","R_2dQROrRA3MLkRKa",100,95,100,100,100,0
"Heights","Low","8","R_2eUtv3tn0HBYOmQ",0,0,5,60,0,50
"Heights","Low","8","R_2eVBKiWn6Yoa3R4",51,1,3,2,1,1
"Heights","Low","8","R_2fJcBcUeDAkveeM",19,34,77,86,67,39
"Heights","Low","8","R_2frkDhV2x6aNvWz",47,51,51,61,44,45
"Heights","Low","8","R_2tsOekW5EXwGsGp",45,69,80,100,86,20
"Heights","Low","8","R_2VQGraBOdDfD6kP",7,9,40,29,15,64
"Heights","Low","8","R_2WMF35rtU0uBexM",40,60,92,69,78,32
"Heights","Low","8","R_2YEvsxnrHnaedVc",39,39,90,94,81,21
"Heights","Low","8","R_2ylbwil58S9Dg3g",0,0,92,87,75,0
"Heights","Low","8","R_31dr2XpqS952AKV",0,0,61,85,15,61
"Heights","Low","8","R_337PEDW01nxmrXn",87,73,84,83,85,85
"Heights","Low","8","R_3eh7lS2Gn0YIGX8",59,61,53,69,54,56
"Heights","Low","8","R_3EuNzDW57avhFal",44,88,64,71,84,0
"Heights","Low","8","R_3EvhOmMQGHjxisJ",2,4,5,90,6,29
"Heights","Low","8","R_3fld7tjf93fYznF",62,96,100,100,100,0
"Heights","Low","8","R_3hauTph43RzeqC1",8,11,10,19,9,47
"Heights","Low","8","R_3hllAS7v9Mr6KHa",84,90,97,93,95,17
"Heights","Low","8","R_3hmCJ8nN5viaaPy",36,28,85,96,41,2
"Heights","Low","8","R_3htesdLPiYClCA5",0,0,0,77,0,50
"Heights","Low","8","R_3Huhrq1djTT4KdF",42,39,93,95,83,0
"Heights","Low","8","R_3ixIFx3YVFn2phw",16,31,67,78,39,26
"Heights","Low","8","R_3j3egpbCQ8AOaFH",50,30,90,90,80,20
"Heights","Low","8","R_3JK8mhcVAhH1cYN",0,5,64,94,8,41
"Heights","Low","8","R_3JzngGW2vsHAk6Y",21,20,29,70,31,50
"Heights","Low","8","R_3KryTuJmKTxXjim",0,33,68,84,25,64
"Heights","Low","8","R_3lxMuyrbG1ewg89",30,50,70,70,70,30
"Heights","Low","8","R_3LZJrZemGbYtmAq",0,10,16,100,23,0
"Heights","Low","8","R_3NU2EbrCDhYOSw4",65,72,78,62,65,58
"Heights","Low","8","R_3NUHkQ7u6Z7U5So",15,10,30,91,20,40
"Heights","Low","8","R_3oGZtyQH6L4kqUw",8,52,19,45,32,34
"Heights","Low","8","R_3oKQvyXwd8LBwRD",55,35,70,75,60,35
"Heights","Low","8","R_3q7kYa381PtmyA3",33,37,42,62,34,35
"Heights","Low","8","R_3QPBTjd1B8cWwVs",92,100,99,29,89,76
"Heights","Low","8","R_3qvt4ofeIEPVi6Z",0,1,87,99,2,74
"Heights","Low","8","R_3s16evth0kO1gOG",35,75,75,80,75,25
"Heights","Low","8","R_5irlwFbumPPxDqN",55,65,95,85,90,0
"Heights","Low","8","R_5vEde5bpfRcBUSR",40,90,50,58,45,40
"Heights","Low","8","R_88QBxtZzthDPw5P",70,79,85,86,76,36
"Heights","Low","8","R_8lhMbAAmhPTH3KV",19,10,80,100,85,0
"Heights","Low","8","R_9z6o3XhybVZnDJD",82,97,90,70,82,75
"Heights","Low","8","R_A1ynaFImvOIYIyl",5,21,69,71,20,30
"Heights","Low","8","R_agu43adP9dmW1Ut",17,20,41,81,41,16
"Heights","Low","8","R_aViQ4qyGf4ZfmLf",0,0,100,100,90,20
"Heights","Low","8","R_cT3eteh2G55FPjj",19,16,69,8,15,66
"Heights","Low","8","R_cYkozB2WqZbxvi1",70,60,80,70,70,30
"Heights","Low","8","R_DAf4S53mLTGDwQ1",6,29,78,85,56,33
"Heights","Low","8","R_DSLgkEtvD3Fa10Z",80,80,70,70,60,60
"Heights","Low","8","R_eIJhGp1TZkpiVdn",30,70,93,100,71,0
"Heights","Low","8","R_eLL4wseyOFuox5D",67,81,36,41,62,72
"Heights","Low","8","R_pawByuUlC7Ye2AN",5,1,60,65,14,50
"Heights","Low","8","R_pMBnK60HOxcmyZz",5,5,40,65,10,51
"Heights","Low","8","R_po8MWys5eYyufip",32,24,56,70,62,47
"Heights","Low","8","R_Qgjm9n7YBgShxYZ",7,4,18,59,11,43
"Heights","Low","8","R_Rtu9vj81TcVzBDz",14,4,81,72,16,68
"Heights","Low","8","R_RXEHPs8tYQNbHJn",56,51,93,89,100,7
"Heights","Low","8","R_tECZC6S2PedhmA9",31,88,65,94,75,14
"Heights","Low","8","R_TnMHq0KaIVlKfqp",0,85,100,100,100,0
"Heights","Low","8","R_TorWoeGEL3lNlbX",30,35,40,34,29,62
"Heights","Low","8","R_un9FpuYuTNHwtj3",5,10,58,70,15,50
"Heights","Low","8","R_WDrPZnYCUoeSmR3",0,0,20,30,0,20
"Heights","Low","8","R_wRyJJImGxzrwl69",2,7,32,85,24,37
"Heights","Low","8","R_wYklq5dyUKrTpfz",100,100,100,100,100,0
"Heights","Low","8","R_XIlOj977r0FkBj3",10,5,20,70,40,25
"Heights","Low","8","R_Y9zteRJA0ZIyZ5D",63,72,80,94,74,15
"Heights","Low","8","R_ywJ22mo2kwiNbYl",61,91,96,99,95,0
"Heights","Low","8","R_z0WWV95k7LQI9z3",57,59,77,84,68,79
"Heights","Low","9","R_0lFJxz1l9GCqPLz",71,76,45,46,33,60
"Heights","Low","9","R_10HrOnbw2qcNAFb",94,88,90,86,89,86
"Heights","Low","9","R_10q0sXSDxr6uiLQ",10,20,0,40,0,80
"Heights","Low","9","R_12roVNyjptyqPX7",0,0,10,30,10,40
"Heights","Low","9","R_1BQO7gJBnvyOfnX",63,74,67,74,25,84
"Heights","Low","9","R_1dKwDU013ctZcWB",72,86,73,89,58,50
"Heights","Low","9","R_1EYiSA7OuD5fcOR",79,100,100,100,51,51
"Heights","Low","9","R_1FbU3BZ3c8TSv8Q",26,19,6,54,10,77
"Heights","Low","9","R_1IHhzezWkuPoGI1",0,0,0,55,0,65
"Heights","Low","9","R_1JJ9v8kI1xLTIzk",0,9,92,95,1,94
"Heights","Low","9","R_1k0jZkHgc2fuwrT",10,20,10,90,0,90
"Heights","Low","9","R_1k1XfPdy5fGOgce",24,55,24,38,30,15
"Heights","Low","9","R_1K83jaaIhmUroct",34,59,65,72,0,63
"Heights","Low","9","R_1Lb4ufeIxRNJL6d",10,10,0,70,0,80
"Heights","Low","9","R_1mRfeliyC362m9I",10,30,60,80,20,70
"Heights","Low","9","R_1N8PfXN94lXsKqs",91,90,80,91,20,30
"Heights","Low","9","R_1Ngm1dwb6b8gUCb",0,0,50,100,0,100
"Heights","Low","9","R_1P5it599MB6JPGo",80,86,85,69,66,72
"Heights","Low","9","R_1PcadSYfGf2PSUz",36,54,43,27,25,54
"Heights","Low","9","R_1pXAJSjLxGuFnzr",10,63,9,81,9,81
"Heights","Low","9","R_214D9q0Wz9CWOHY",96,93,57,45,60,70
"Heights","Low","9","R_21oBrz58HPW2sJC",35,55,20,81,0,90
"Heights","Low","9","R_22Pa4rdW2nUEzTP",5,5,20,65,0,55
"Heights","Low","9","R_22Sqf4FjWJpyFvk",31,44,12,91,10,57
"Heights","Low","9","R_24jBqyC3zOdJKHk",81,81,65,61,80,42
"Heights","Low","9","R_27dPJ0iZtEvdYD4",20,10,10,45,0,45
"Heights","Low","9","R_27QiJuaHb7aXJQ9",0,0,9,44,0,49
"Heights","Low","9","R_28D2wkAUezhavew",11,44,20,76,11,85
"Heights","Low","9","R_2BsbF9JRjRAUCrG",5,15,0,50,0,70
"Heights","Low","9","R_2Bu4QGABXAR2XFn",67,30,43,52,26,69
"Heights","Low","9","R_2bZUOiUOmzc5qJJ",63,30,9,59,4,95
"Heights","Low","9","R_2cingKcm9OAuqlq",72,65,79,77,72,63
"Heights","Low","9","R_2dmva03gx1Dfg5o",7,89,30,78,0,95
"Heights","Low","9","R_2dQROrRA3MLkRKa",90,90,80,75,10,50
"Heights","Low","9","R_2eUtv3tn0HBYOmQ",0,0,0,60,0,60
"Heights","Low","9","R_2eVBKiWn6Yoa3R4",0,3,0,0,1,1
"Heights","Low","9","R_2fJcBcUeDAkveeM",7,18,10,91,0,98
"Heights","Low","9","R_2frkDhV2x6aNvWz",48,56,56,53,44,48
"Heights","Low","9","R_2tsOekW5EXwGsGp",48,82,55,73,44,46
"Heights","Low","9","R_2VQGraBOdDfD6kP",14,18,37,29,6,58
"Heights","Low","9","R_2WMF35rtU0uBexM",20,70,57,81,37,45
"Heights","Low","9","R_2YEvsxnrHnaedVc",35,31,88,85,15,91
"Heights","Low","9","R_2ylbwil58S9Dg3g",5,2,34,81,0,100
"Heights","Low","9","R_31dr2XpqS952AKV",2,0,18,77,0,77
"Heights","Low","9","R_337PEDW01nxmrXn",93,89,92,92,91,87
"Heights","Low","9","R_3eh7lS2Gn0YIGX8",61,63,59,61,41,42
"Heights","Low","9","R_3EuNzDW57avhFal",51,80,54,100,0,100
"Heights","Low","9","R_3EvhOmMQGHjxisJ",2,4,4,95,0,72
"Heights","Low","9","R_3fld7tjf93fYznF",31,97,8,90,11,94
"Heights","Low","9","R_3hauTph43RzeqC1",10,9,30,13,9,71
"Heights","Low","9","R_3hllAS7v9Mr6KHa",17,85,11,86,3,74
"Heights","Low","9","R_3hmCJ8nN5viaaPy",51,51,51,51,6,85
"Heights","Low","9","R_3htesdLPiYClCA5",0,0,0,78,0,51
"Heights","Low","9","R_3Huhrq1djTT4KdF",49,53,18,74,24,56
"Heights","Low","9","R_3ixIFx3YVFn2phw",22,15,43,83,3,89
"Heights","Low","9","R_3j3egpbCQ8AOaFH",60,70,25,50,1,95
"Heights","Low","9","R_3JK8mhcVAhH1cYN",1,5,40,92,0,74
"Heights","Low","9","R_3JzngGW2vsHAk6Y",28,32,0,100,0,100
"Heights","Low","9","R_3KryTuJmKTxXjim",1,3,83,88,3,72
"Heights","Low","9","R_3lxMuyrbG1ewg89",29,90,5,100,5,95
"Heights","Low","9","R_3LZJrZemGbYtmAq",0,10,0,100,0,0
"Heights","Low","9","R_3NU2EbrCDhYOSw4",68,68,17,39,5,30
"Heights","Low","9","R_3NUHkQ7u6Z7U5So",10,30,0,80,0,60
"Heights","Low","9","R_3oGZtyQH6L4kqUw",9,58,5,3,0,3
"Heights","Low","9","R_3oKQvyXwd8LBwRD",15,30,10,15,0,75
"Heights","Low","9","R_3q7kYa381PtmyA3",52,35,38,34,20,50
"Heights","Low","9","R_3QPBTjd1B8cWwVs",87,89,93,22,91,41
"Heights","Low","9","R_3qvt4ofeIEPVi6Z",1,1,78,92,1,100
"Heights","Low","9","R_3s16evth0kO1gOG",35,75,10,70,10,50
"Heights","Low","9","R_5irlwFbumPPxDqN",65,70,40,40,25,50
"Heights","Low","9","R_5vEde5bpfRcBUSR",10,90,46,60,20,50
"Heights","Low","9","R_88QBxtZzthDPw5P",91,79,26,67,39,83
"Heights","Low","9","R_8lhMbAAmhPTH3KV",67,71,70,9,2,90
"Heights","Low","9","R_9z6o3XhybVZnDJD",85,97,96,89,93,39
"Heights","Low","9","R_A1ynaFImvOIYIyl",5,20,9,29,0,81
"Heights","Low","9","R_agu43adP9dmW1Ut",17,15,10,64,10,35
"Heights","Low","9","R_aViQ4qyGf4ZfmLf",0,0,0,0,0,100
