"video_cats","video_intense","video_num","Subject","Anxiety","ExpectedFear","how_aroused","how_distant_present","how_fearful","how_pleasant"
"Heights","High","2","R_8BOLxMr4TTHGfN7",44,59,61,58,59,30
"Heights","High","2","R_8ozpB3TIzLEXmHn",0,30,62,64,31,40
"Heights","High","2","R_9YtH8lMKh1rch2N",17,8,9,31,4,0
"Heights","High","2","R_AEQxmOtQGvgUrW9",4,2,70,58,14,71
"Heights","High","2","R_b8A9RtViu49ZnP3",1,0,80,69,10,10
"Heights","High","2","R_bJK9isWmb2dn6ff",74,84,43,35,89,41
"Heights","High","2","R_CgMvyD5uFPvj4pb",9,6,35,99,37,37
"Heights","High","2","R_cNHhzTpstbD1Udj",23,17,90,91,71,0
"Heights","High","2","R_DHtsKLOLGFeOOGZ",83,82,70,83,81,65
"Heights","High","2","R_e9VF8WhgFofgYIp",6,7,96,92,19,39
"Heights","High","2","R_NXbrPS3Do0T1Trj",65,60,100,5,100,10
"Heights","High","2","R_rqDsdBHMfxuikxz",28,35,57,61,51,5
"Heights","High","2","R_s7gcFmTYtepPNSh",51,51,51,51,51,51
"Heights","High","2","R_sI177MRgUJ52g25",94,90,87,87,87,90
"Heights","High","2","R_svwsgFOFeQboFON",23,67,80,17,59,15
"Heights","High","2","R_T7NZSFr9ZfOtmJb",92,95,99,98,90,0
"Heights","High","2","R_ULXwWPGTqiwddfP",89,100,98,100,100,50
"Heights","High","2","R_UMuLNjEdxN5ICC5",89,93,91,91,91,7
"Heights","High","2","R_UsxSSin119cHcFX",88,96,100,100,100,0
"Heights","High","2","R_UtoAGqYJVRo3syJ",7,7,37,64,26,51
"Heights","High","2","R_wMYUZICEHbTyW77",91,99,98,89,93,82
"Heights","High","2","R_wXfIAEliwNsDJ5f",6,9,100,100,100,62
"Heights","High","2","R_XhrtBks2UvlyHdL",18,50,100,100,100,0
"Heights","High","2","R_XMsSebbtCpFHPLr",71,63,91,94,91,4
"Heights","High","2","R_Xudqt6XHJ1T7i5b",96,98,91,95,90,1
"Heights","High","3","R_10MYFMFzGFKy2HW",11,11,80,97,11,94
"Heights","High","3","R_10qJKyNZ3o2Dkq3",0,0,100,100,10,0
"Heights","High","3","R_12lqI0WF5dxXpia",20,30,100,82,81,20
"Heights","High","3","R_1BQKHtN9VN9z5tG",53,82,70,80,59,52
"Heights","High","3","R_1CHHRNA4rxJNfim",0,0,17,43,0,41
"Heights","High","3","R_1DuIwC2AbhKpfvM",51,59,93,91,60,45
"Heights","High","3","R_1f79gazvFUdCLWI",15,20,60,100,25,10
"Heights","High","3","R_1fd5BtFtMNBMzQF",0,12,85,81,22,63
"Heights","High","3","R_1feM36N4ez9RwgK",90,81,80,80,91,91
"Heights","High","3","R_1FfRryTC8KAv9Gp",71,77,79,4,14,51
"Heights","High","3","R_1gHHXhqbcvENyR3",70,73,59,24,64,37
"Heights","High","3","R_1gIRNfqsNEFlFWp",13,10,32,72,10,38
"Heights","High","3","R_1hW0wX7WUR6PSCn",8,18,4,8,0,51
"Heights","High","3","R_1I5eBOYD9VDpTsK",29,52,1,13,9,51
"Heights","High","3","R_1IQScNjM3elksde",0,0,10,9,5,50
"Heights","High","3","R_1jTVJTNs9FEBAep",21,13,70,79,55,27
"Heights","High","3","R_1Lhhw0Ksgdf7ojF",16,5,22,64,12,66
"Heights","High","3","R_1LnbufHBcXFWAVd",0,0,60,80,0,50
"Heights","High","3","R_1LXKjFBLLHyvA5i",35,51,59,36,32,42
"Heights","High","3","R_1mCvKEpVGMmHeyq",10,10,70,75,60,30
"Heights","High","3","R_1oiKn1VO3ws5Abk",82,91,71,82,81,72
"Heights","High","3","R_1OIWrOWKdVRbBb6",30,0,10,10,10,40
"Heights","High","3","R_1OJi1DP1O3bZbbC",86,65,70,89,98,66
"Heights","High","3","R_1OVvVsQ51Emxl3d",11,33,79,96,66,29
"Heights","High","3","R_1Ow90JtqPzzyiIl",18,19,23,21,15,16
"Heights","High","3","R_1ozh4JFGTd60SZS",29,70,100,87,100,0
"Heights","High","3","R_20VsOtsUPpScrKr",24,12,59,91,73,11
"Heights","High","3","R_22W97c2nnddHJzC",8,60,30,50,20,20
"Heights","High","3","R_245V7QCuVAGJXwz",10,0,80,81,3,66
"Heights","High","3","R_29gcRbSQPBattNG",4,7,22,82,16,52
"Heights","High","3","R_29slbYPknzFrS01",37,37,72,81,73,10
"Heights","High","3","R_2A0z1Nkh9wDNI10",20,18,85,98,68,38
"Heights","High","3","R_2b1sY4x7RzZJwoH",16,8,72,70,54,54
"Heights","High","3","R_2BktW5g7H57qJgc",71,39,38,63,76,83
"Heights","High","3","R_2cCr5zMp2MlGCEs",95,93,96,98,97,0
"Heights","High","3","R_2DNTVRinX9VQ1ed",85,92,63,79,94,42
"Heights","High","3","R_2Ea5cz4e784NV6V",36,28,73,77,73,22
"Heights","High","3","R_2EnpcrvuilRzOBP",10,25,60,70,35,46
"Heights","High","3","R_2eXOJ0kRTLXFc4y",0,0,0,0,0,51
"Heights","High","3","R_2EzVa2az83mkL6P",5,7,41,66,12,18
"Heights","High","3","R_2fycdMssIBVDXei",31,30,40,76,18,62
"Heights","High","3","R_2pWwICr7QDCfmKe",50,50,100,100,100,0
"Heights","High","3","R_2qmm3azmZLkZnpF",61,40,87,95,83,32
"Heights","High","3","R_2QQXghApH9CCSwh",22,0,65,83,0,75
"Heights","High","3","R_2rHhQTDPuh9VlMz",0,0,30,82,20,38
"Heights","High","3","R_2t0rEjhFI5EyPGp",95,95,83,89,93,94
"Heights","High","3","R_2t2rmOBVtwQYYGB",56,62,45,50,53,46
"Heights","High","3","R_2tDzvTTE312BELk",0,0,65,100,0,50
"Heights","High","3","R_2tG7Tof5Zo6oGXH",74,79,97,90,94,5
"Heights","High","3","R_2thXRlKhCy51rvA",0,0,100,100,28,31
"Heights","High","3","R_2WGqJyUp3VFHdeh",0,0,51,51,0,55
"Heights","High","3","R_2woj0fjDNSFOZf8",100,100,87,93,100,87
"Heights","High","3","R_2xAaNvwk3el9dN8",61,57,88,91,76,55
"Heights","High","3","R_2YhOs8GYDOiHKrR",80,89,100,100,100,0
"Heights","High","3","R_30cSnmNoqcRvfHs",14,82,65,61,31,32
"Heights","High","3","R_30pL8gfRSpxD9CH",8,21,0,50,0,50
"Heights","High","3","R_31hpkZDetvvM7YG",15,15,76,75,62,8
"Heights","High","3","R_31QumcKAN10CCcl",40,30,60,50,60,40
"Heights","High","3","R_3Eig1urtWd9ZohE",0,1,97,100,80,4
"Heights","High","3","R_3F2H4MbbYg3UwTC",59,9,91,91,25,14
"Heights","High","3","R_3gMVwye81BOcS6b",51,51,51,51,51,51
"Heights","High","3","R_3Gw6zVukPK9MTWq",0,8,75,96,9,10
"Heights","High","3","R_3HGIUR7QvJuTjKM",26,25,75,81,62,19
"Heights","High","3","R_3I9nX5sPCIEoibp",0,1,62,73,4,46
"Heights","High","3","R_3iEZ1c2Roy50HDG",73,82,89,89,83,63
"Heights","High","3","R_3KI2DOdQWdtUjvX",0,16,74,77,58,68
"Heights","High","3","R_3kodaPZXmwn1qHX",0,0,0,100,0,51
"Heights","High","3","R_3M9aStraoLkFoub",29,38,77,13,59,26
"Heights","High","3","R_3QFpzsfuvOZgEgc",25,38,60,86,42,20
"Heights","High","3","R_3qPy5lgfbRCMllE",87,85,95,91,89,82
"Heights","High","3","R_3Rjzrp9XlGtXuyf",84,71,85,91,75,78
"Heights","High","3","R_5usWo0Z0hYCNUop",43,61,78,66,69,20
"Heights","High","3","R_6JuEyEhcYhcn6CJ",31,68,71,94,77,7
"Heights","High","3","R_6YHPRLZbi0v4uFH",13,6,71,99,19,10
"Heights","High","3","R_7WocpUvgaPDHFv3",7,5,30,74,15,59
"Heights","High","3","R_8BOLxMr4TTHGfN7",58,64,67,60,71,29
"Heights","High","3","R_8ozpB3TIzLEXmHn",9,6,98,95,75,45
"Heights","High","3","R_9YtH8lMKh1rch2N",10,10,20,40,20,0
"Heights","High","3","R_AEQxmOtQGvgUrW9",0,0,89,85,11,59
"Heights","High","3","R_b8A9RtViu49ZnP3",1,10,65,40,10,60
"Heights","High","3","R_bJK9isWmb2dn6ff",29,99,75,69,83,72
"Heights","High","3","R_CgMvyD5uFPvj4pb",0,0,13,100,7,22
"Heights","High","3","R_cNHhzTpstbD1Udj",0,0,60,100,51,18
"Heights","High","3","R_DHtsKLOLGFeOOGZ",84,68,86,89,72,76
"Heights","High","3","R_e9VF8WhgFofgYIp",16,12,84,87,22,44
"Heights","High","3","R_NXbrPS3Do0T1Trj",55,45,100,5,100,10
"Heights","High","3","R_rqDsdBHMfxuikxz",31,20,67,57,58,0
"Heights","High","3","R_s7gcFmTYtepPNSh",51,51,51,51,51,5
"Heights","High","3","R_sI177MRgUJ52g25",84,88,86,83,84,83
"Heights","High","3","R_svwsgFOFeQboFON",21,62,83,94,70,35
"Heights","High","3","R_T7NZSFr9ZfOtmJb",60,84,89,94,83,15
"Heights","High","3","R_ULXwWPGTqiwddfP",70,89,83,91,79,49
"Heights","High","3","R_UMuLNjEdxN5ICC5",78,79,91,87,88,10
"Heights","High","3","R_UsxSSin119cHcFX",61,66,100,100,94,0
"Heights","High","3","R_UtoAGqYJVRo3syJ",9,6,21,60,8,46
"Heights","High","3","R_wMYUZICEHbTyW77",92,83,93,100,93,100
"Heights","High","3","R_wXfIAEliwNsDJ5f",81,51,100,100,91,69
"Heights","High","3","R_XhrtBks2UvlyHdL",33,39,62,82,63,28
"Heights","High","3","R_XMsSebbtCpFHPLr",81,81,91,90,99,2
"Heights","High","3","R_Xudqt6XHJ1T7i5b",77,89,96,92,96,96
"Heights","High","4","R_10MYFMFzGFKy2HW",10,11,98,100,61,2
"Heights","High","4","R_10qJKyNZ3o2Dkq3",0,10,100,100,20,0
"Heights","High","4","R_12lqI0WF5dxXpia",9,40,100,100,60,30
"Heights","High","4","R_1BQKHtN9VN9z5tG",79,95,81,84,83,52
"Heights","High","4","R_1CHHRNA4rxJNfim",0,0,26,61,17,40
"Heights","High","4","R_1DuIwC2AbhKpfvM",56,58,65,67,66,44
"Heights","High","4","R_1f79gazvFUdCLWI",22,25,60,91,60,20
"Heights","High","4","R_1fd5BtFtMNBMzQF",0,11,87,79,20,72
"Heights","High","4","R_1feM36N4ez9RwgK",91,92,96,91,88,87
"Heights","High","4","R_1FfRryTC8KAv9Gp",100,100,4,1,2,51
"Heights","High","4","R_1gHHXhqbcvENyR3",82,87,79,90,79,15
"Heights","High","4","R_1gIRNfqsNEFlFWp",8,11,62,67,28,73
"Heights","High","4","R_1hW0wX7WUR6PSCn",40,13,29,9,9,51
"Heights","High","4","R_1I5eBOYD9VDpTsK",0,3,79,99,51,21
"Heights","High","4","R_1IQScNjM3elksde",0,0,20,0,0,45
"Heights","High","4","R_1jTVJTNs9FEBAep",25,36,84,74,61,10
"Heights","High","4","R_1Lhhw0Ksgdf7ojF",6,13,32,72,31,40
"Heights","High","4","R_1LnbufHBcXFWAVd",1,0,60,95,2,65
"Heights","High","4","R_1LXKjFBLLHyvA5i",35,68,62,39,58,33
"Heights","High","4","R_1mCvKEpVGMmHeyq",10,10,60,70,50,50
"Heights","High","4","R_1oiKn1VO3ws5Abk",91,94,81,77,93,88
"Heights","High","4","R_1OIWrOWKdVRbBb6",30,0,40,50,10,30
"Heights","High","4","R_1OJi1DP1O3bZbbC",100,85,71,99,77,78
"Heights","High","4","R_1OVvVsQ51Emxl3d",26,27,95,96,75,16
"Heights","High","4","R_1Ow90JtqPzzyiIl",17,22,20,29,18,28
"Heights","High","4","R_1ozh4JFGTd60SZS",96,81,100,100,100,0
"Heights","High","4","R_20VsOtsUPpScrKr",4,82,62,36,85,16
"Heights","High","4","R_22W97c2nnddHJzC",15,62,70,75,70,15
"Heights","High","4","R_245V7QCuVAGJXwz",3,0,83,82,3,75
"Heights","High","4","R_29gcRbSQPBattNG",3,18,19,82,17,54
"Heights","High","4","R_29slbYPknzFrS01",28,34,55,57,59,32
"Heights","High","4","R_2A0z1Nkh9wDNI10",10,0,100,100,68,53
"Heights","High","4","R_2b1sY4x7RzZJwoH",3,42,81,75,38,62
"Heights","High","4","R_2BktW5g7H57qJgc",72,92,100,30,81,80
"Heights","High","4","R_2cCr5zMp2MlGCEs",97,100,100,100,100,0
"Heights","High","4","R_2DNTVRinX9VQ1ed",77,89,68,62,95,22
"Heights","High","4","R_2Ea5cz4e784NV6V",26,35,69,79,65,29
"Heights","High","4","R_2EnpcrvuilRzOBP",10,40,55,80,40,45
"Heights","High","4","R_2eXOJ0kRTLXFc4y",0,0,0,0,0,52
"Heights","High","4","R_2EzVa2az83mkL6P",5,5,64,61,5,28
"Heights","High","4","R_2fycdMssIBVDXei",19,25,66,81,11,37
"Heights","High","4","R_2pWwICr7QDCfmKe",55,70,85,85,90,15
"Heights","High","4","R_2qmm3azmZLkZnpF",32,69,77,93,70,31
"Heights","High","4","R_2QQXghApH9CCSwh",38,0,17,84,0,73
"Heights","High","4","R_2rHhQTDPuh9VlMz",0,0,95,91,41,30
"Heights","High","4","R_2t0rEjhFI5EyPGp",92,90,82,85,92,91
"Heights","High","4","R_2t2rmOBVtwQYYGB",44,47,52,55,57,43
"Heights","High","4","R_2tDzvTTE312BELk",0,15,60,100,0,65
"Heights","High","4","R_2tG7Tof5Zo6oGXH",34,32,86,92,82,12
"Heights","High","4","R_2thXRlKhCy51rvA",8,0,100,99,14,60
"Heights","High","4","R_2WGqJyUp3VFHdeh",0,0,51,51,0,49
"Heights","High","4","R_2woj0fjDNSFOZf8",100,100,91,0,100,0
"Heights","High","4","R_2xAaNvwk3el9dN8",56,60,81,93,74,23
"Heights","High","4","R_2YhOs8GYDOiHKrR",85,90,90,81,95,9
"Heights","High","4","R_30cSnmNoqcRvfHs",27,71,95,97,71,10
"Heights","High","4","R_30pL8gfRSpxD9CH",30,20,30,30,20,40
"Heights","High","4","R_31hpkZDetvvM7YG",9,30,100,94,29,70
"Heights","High","4","R_31QumcKAN10CCcl",10,20,40,50,50,40
"Heights","High","4","R_3Eig1urtWd9ZohE",94,99,100,99,97,0
"Heights","High","4","R_3F2H4MbbYg3UwTC",13,13,63,77,17,43
"Heights","High","4","R_3gMVwye81BOcS6b",93,95,95,90,93,93
"Heights","High","4","R_3Gw6zVukPK9MTWq",0,9,50,75,5,31
"Heights","High","4","R_3HGIUR7QvJuTjKM",15,25,83,100,71,25
