"video_cats","video_intense","video_num","Subject","Anxiety","ExpectedFear","how_aroused","how_distant_present","how_fearful","how_pleasant"
"Heights","Low","12","R_UMuLNjEdxN5ICC5",83,83,96,97,87,46
"Heights","Low","12","R_UsxSSin119cHcFX",28,51,21,82,14,30
"Heights","Low","12","R_UtoAGqYJVRo3syJ",7,2,59,71,17,60
"Heights","Low","12","R_wMYUZICEHbTyW77",87,99,100,100,100,81
"Heights","Low","12","R_wXfIAEliwNsDJ5f",33,100,100,100,100,49
"Heights","Low","12","R_XhrtBks2UvlyHdL",40,54,27,10,0,78
"Heights","Low","12","R_XMsSebbtCpFHPLr",81,81,91,91,82,9
"Heights","Low","12","R_Xudqt6XHJ1T7i5b",89,100,87,94,91,29
"Heights","Low","7","R_10MYFMFzGFKy2HW",14,15,99,100,0,100
"Heights","Low","7","R_10qJKyNZ3o2Dkq3",5,10,100,100,0,100
"Heights","Low","7","R_12lqI0WF5dxXpia",33,50,100,100,53,45
"Heights","Low","7","R_1BQKHtN9VN9z5tG",66,76,42,79,17,66
"Heights","Low","7","R_1CHHRNA4rxJNfim",1,8,14,41,4,43
"Heights","Low","7","R_1DuIwC2AbhKpfvM",46,53,37,59,25,55
"Heights","Low","7","R_1f79gazvFUdCLWI",20,20,4,40,1,50
"Heights","Low","7","R_1fd5BtFtMNBMzQF",0,17,62,73,0,79
"Heights","Low","7","R_1feM36N4ez9RwgK",91,92,93,92,88,83
"Heights","Low","7","R_1FfRryTC8KAv9Gp",80,84,61,32,21,38
"Heights","Low","7","R_1gHHXhqbcvENyR3",80,79,39,23,36,43
"Heights","Low","7","R_1gIRNfqsNEFlFWp",23,9,60,75,24,64
"Heights","Low","7","R_1hW0wX7WUR6PSCn",40,19,9,39,0,72
"Heights","Low","7","R_1I5eBOYD9VDpTsK",0,0,0,33,0,92
"Heights","Low","7","R_1IQScNjM3elksde",0,1,0,30,0,70
"Heights","Low","7","R_1jTVJTNs9FEBAep",31,36,29,35,9,70
"Heights","Low","7","R_1Lhhw0Ksgdf7ojF",10,19,7,85,2,83
"Heights","Low","7","R_1LnbufHBcXFWAVd",0,0,65,85,0,70
"Heights","Low","7","R_1LXKjFBLLHyvA5i",28,49,27,29,35,24
"Heights","Low","7","R_1mCvKEpVGMmHeyq",10,10,40,65,0,75
"Heights","Low","7","R_1oiKn1VO3ws5Abk",71,93,41,40,61,62
"Heights","Low","7","R_1OIWrOWKdVRbBb6",35,0,0,0,0,50
"Heights","Low","7","R_1OJi1DP1O3bZbbC",93,79,64,70,69,73
"Heights","Low","7","R_1OVvVsQ51Emxl3d",21,30,66,94,19,78
"Heights","Low","7","R_1Ow90JtqPzzyiIl",16,21,10,29,9,36
"Heights","Low","7","R_1ozh4JFGTd60SZS",87,100,57,96,0,91
"Heights","Low","7","R_20VsOtsUPpScrKr",20,35,62,36,13,76
"Heights","Low","7","R_22W97c2nnddHJzC",8,75,70,70,40,30
"Heights","Low","7","R_245V7QCuVAGJXwz",4,0,80,80,1,80
"Heights","Low","7","R_29gcRbSQPBattNG",3,20,3,84,2,51
"Heights","Low","7","R_29slbYPknzFrS01",41,65,68,72,5,98
"Heights","Low","7","R_2A0z1Nkh9wDNI10",14,21,40,53,0,100
"Heights","Low","7","R_2b1sY4x7RzZJwoH",29,14,51,79,4,90
"Heights","Low","7","R_2BktW5g7H57qJgc",73,33,71,71,81,39
"Heights","Low","7","R_2cCr5zMp2MlGCEs",98,98,97,100,84,0
"Heights","Low","7","R_2DNTVRinX9VQ1ed",81,94,45,79,80,28
"Heights","Low","7","R_2Ea5cz4e784NV6V",45,58,46,76,37,46
"Heights","Low","7","R_2EnpcrvuilRzOBP",9,25,25,56,5,70
"Heights","Low","7","R_2eXOJ0kRTLXFc4y",79,0,0,37,0,76
"Heights","Low","7","R_2EzVa2az83mkL6P",10,25,0,60,0,60
"Heights","Low","7","R_2fycdMssIBVDXei",28,31,86,96,1,94
"Heights","Low","7","R_2pWwICr7QDCfmKe",65,65,0,70,0,90
"Heights","Low","7","R_2qmm3azmZLkZnpF",35,44,83,98,2,96
"Heights","Low","7","R_2QQXghApH9CCSwh",12,0,73,82,0,82
"Heights","Low","7","R_2rHhQTDPuh9VlMz",0,0,8,99,0,100
"Heights","Low","7","R_2t0rEjhFI5EyPGp",91,92,89,89,95,92
"Heights","Low","7","R_2t2rmOBVtwQYYGB",54,56,32,39,19,67
"Heights","Low","7","R_2tDzvTTE312BELk",0,0,0,100,0,50
"Heights","Low","7","R_2tG7Tof5Zo6oGXH",42,40,28,94,24,68
"Heights","Low","7","R_2thXRlKhCy51rvA",6,0,100,100,0,100
"Heights","Low","7","R_2WGqJyUp3VFHdeh",0,0,51,59,0,77
"Heights","Low","7","R_2woj0fjDNSFOZf8",74,100,76,81,94,29
"Heights","Low","7","R_2xAaNvwk3el9dN8",57,55,80,87,39,81
"Heights","Low","7","R_2YhOs8GYDOiHKrR",90,94,75,85,60,55
"Heights","Low","7","R_30cSnmNoqcRvfHs",13,71,24,30,5,64
"Heights","Low","7","R_30pL8gfRSpxD9CH",7,26,0,20,0,0
"Heights","Low","7","R_31hpkZDetvvM7YG",14,19,95,96,5,71
"Heights","Low","7","R_31QumcKAN10CCcl",30,35,0,80,0,80
"Heights","Low","7","R_3Eig1urtWd9ZohE",0,76,3,97,1,97
"Heights","Low","7","R_3F2H4MbbYg3UwTC",15,8,21,57,0,76
"Heights","Low","7","R_3gMVwye81BOcS6b",78,81,74,72,79,78
"Heights","Low","7","R_3Gw6zVukPK9MTWq",0,10,0,10,0,50
"Heights","Low","7","R_3HGIUR7QvJuTjKM",33,35,18,74,13,62
"Heights","Low","7","R_3I9nX5sPCIEoibp",3,5,37,84,0,68
"Heights","Low","7","R_3iEZ1c2Roy50HDG",93,83,67,94,98,74
"Heights","Low","7","R_3KI2DOdQWdtUjvX",0,18,76,87,0,100
"Heights","Low","7","R_3kodaPZXmwn1qHX",0,0,0,100,0,100
"Heights","Low","7","R_3M9aStraoLkFoub",36,40,66,85,11,91
"Heights","Low","7","R_3QFpzsfuvOZgEgc",30,36,9,35,10,49
"Heights","Low","7","R_3qPy5lgfbRCMllE",90,89,93,92,88,84
"Heights","Low","7","R_3Rjzrp9XlGtXuyf",85,80,85,90,75,79
"Heights","Low","7","R_5usWo0Z0hYCNUop",57,35,57,62,20,36
"Heights","Low","7","R_6JuEyEhcYhcn6CJ",25,77,32,81,20,65
"Heights","Low","7","R_6YHPRLZbi0v4uFH",36,15,62,96,20,5
"Heights","Low","7","R_7WocpUvgaPDHFv3",10,10,5,54,2,53
"Heights","Low","7","R_8BOLxMr4TTHGfN7",57,60,58,59,58,44
"Heights","Low","7","R_8ozpB3TIzLEXmHn",4,21,84,100,0,100
"Heights","Low","7","R_9YtH8lMKh1rch2N",16,7,12,29,0,9
"Heights","Low","7","R_AEQxmOtQGvgUrW9",0,0,5,31,0,100
"Heights","Low","7","R_b8A9RtViu49ZnP3",1,10,80,70,5,81
"Heights","Low","7","R_bJK9isWmb2dn6ff",78,86,79,75,82,26
"Heights","Low","7","R_CgMvyD5uFPvj4pb",15,12,7,96,5,54
"Heights","Low","7","R_cNHhzTpstbD1Udj",0,0,100,100,0,100
"Heights","Low","7","R_DHtsKLOLGFeOOGZ",83,89,92,85,77,62
"Heights","Low","7","R_e9VF8WhgFofgYIp",13,19,100,95,0,96
"Heights","Low","7","R_NXbrPS3Do0T1Trj",35,40,35,80,35,80
"Heights","Low","7","R_rqDsdBHMfxuikxz",20,38,33,73,0,96
"Heights","Low","7","R_s7gcFmTYtepPNSh",51,51,0,0,0,50
"Heights","Low","7","R_sI177MRgUJ52g25",89,84,84,88,86,86
"Heights","Low","7","R_svwsgFOFeQboFON",23,60,72,36,25,66
"Heights","Low","7","R_T7NZSFr9ZfOtmJb",99,100,100,81,79,13
"Heights","Low","7","R_ULXwWPGTqiwddfP",39,56,34,87,0,100
"Heights","Low","7","R_UMuLNjEdxN5ICC5",86,85,38,45,39,70
"Heights","Low","7","R_UsxSSin119cHcFX",62,66,0,82,0,100
"Heights","Low","7","R_UtoAGqYJVRo3syJ",10,9,2,67,1,65
"Heights","Low","7","R_wMYUZICEHbTyW77",96,88,95,92,80,96
"Heights","Low","7","R_wXfIAEliwNsDJ5f",71,80,100,100,0,100
"Heights","Low","7","R_XhrtBks2UvlyHdL",28,61,68,73,0,91
"Heights","Low","7","R_XMsSebbtCpFHPLr",71,71,60,63,15,81
"Heights","Low","7","R_Xudqt6XHJ1T7i5b",94,95,67,16,16,23
"Heights","Low","8","R_10MYFMFzGFKy2HW",11,12,88,100,9,80
"Heights","Low","8","R_10qJKyNZ3o2Dkq3",0,5,100,100,14,20
"Heights","Low","8","R_12lqI0WF5dxXpia",29,45,100,100,70,40
"Heights","Low","8","R_1BQKHtN9VN9z5tG",73,91,90,83,82,25
"Heights","Low","8","R_1CHHRNA4rxJNfim",0,0,31,68,14,40
"Heights","Low","8","R_1DuIwC2AbhKpfvM",54,92,59,78,51,43
"Heights","Low","8","R_1f79gazvFUdCLWI",4,10,30,90,20,30
"Heights","Low","8","R_1fd5BtFtMNBMzQF",0,14,88,79,26,58
"Heights","Low","8","R_1feM36N4ez9RwgK",88,85,91,89,85,82
"Heights","Low","8","R_1FfRryTC8KAv9Gp",78,90,22,6,13,16
"Heights","Low","8","R_1gHHXhqbcvENyR3",63,64,47,32,52,35
"Heights","Low","8","R_1gIRNfqsNEFlFWp",19,13,35,67,29,60
"Heights","Low","8","R_1hW0wX7WUR6PSCn",50,19,61,40,29,19
"Heights","Low","8","R_1I5eBOYD9VDpTsK",18,35,0,10,1,50
"Heights","Low","8","R_1IQScNjM3elksde",0,0,10,10,3,50
"Heights","Low","8","R_1jTVJTNs9FEBAep",16,55,56,58,32,40
"Heights","Low","8","R_1Lhhw0Ksgdf7ojF",11,15,31,47,28,38
"Heights","Low","8","R_1LnbufHBcXFWAVd",0,0,26,65,0,53
"Heights","Low","8","R_1LXKjFBLLHyvA5i",32,24,23,59,31,37
"Heights","Low","8","R_1mCvKEpVGMmHeyq",20,15,75,70,65,40
"Heights","Low","8","R_1oiKn1VO3ws5Abk",39,82,92,73,93,82
"Heights","Low","8","R_1OIWrOWKdVRbBb6",35,5,10,10,0,50
"Heights","Low","8","R_1OJi1DP1O3bZbbC",100,100,100,100,100,100
"Heights","Low","8","R_1OVvVsQ51Emxl3d",0,39,9,91,39,65
"Heights","Low","8","R_1Ow90JtqPzzyiIl",20,22,19,22,18,15
"Heights","Low","8","R_1ozh4JFGTd60SZS",88,90,100,100,100,0
"Heights","Low","8","R_20VsOtsUPpScrKr",7,31,38,68,13,20
"Heights","Low","8","R_22W97c2nnddHJzC",15,60,70,76,70,15
"Heights","Low","8","R_245V7QCuVAGJXwz",3,0,81,81,5,75
"Heights","Low","8","R_29gcRbSQPBattNG",2,8,31,87,22,47
"Heights","Low","8","R_29slbYPknzFrS01",37,27,74,65,63,31
"Heights","Low","8","R_2A0z1Nkh9wDNI10",17,15,79,80,41,77
"Heights","Low","8","R_2b1sY4x7RzZJwoH",10,11,39,56,8,58
"Heights","Low","8","R_2BktW5g7H57qJgc",81,72,35,67,75,73
"Heights","Low","8","R_2cCr5zMp2MlGCEs",53,91,100,100,100,0
"Heights","Low","8","R_2DNTVRinX9VQ1ed",82,76,70,85,92,40
"Heights","Low","8","R_2Ea5cz4e784NV6V",49,48,65,76,58,32
"Heights","Low","8","R_2EnpcrvuilRzOBP",15,40,55,65,35,30
"Heights","Low","8","R_2eXOJ0kRTLXFc4y",0,0,62,84,0,65
"Heights","Low","8","R_2EzVa2az83mkL6P",5,6,77,74,10,13
"Heights","Low","8","R_2fycdMssIBVDXei",19,21,87,85,42,21
"Heights","Low","8","R_2pWwICr7QDCfmKe",75,90,70,85,80,20
"Heights","Low","8","R_2qmm3azmZLkZnpF",57,64,69,74,61,25
"Heights","Low","8","R_2QQXghApH9CCSwh",9,7,72,81,7,48
"Heights","Low","8","R_2rHhQTDPuh9VlMz",0,0,91,89,0,70
"Heights","Low","8","R_2t0rEjhFI5EyPGp",92,92,89,87,93,92
"Heights","Low","8","R_2t2rmOBVtwQYYGB",19,30,17,10,12,71
"Heights","Low","8","R_2tDzvTTE312BELk",0,0,55,100,15,50
"Heights","Low","8","R_2tG7Tof5Zo6oGXH",32,32,86,100,82,11
"Heights","Low","8","R_2thXRlKhCy51rvA",7,13,100,100,17,25
"Heights","Low","8","R_2WGqJyUp3VFHdeh",0,0,51,55,0,47
"Heights","Low","8","R_2woj0fjDNSFOZf8",92,100,75,85,100,13
"Heights","Low","8","R_2xAaNvwk3el9dN8",62,65,67,80,67,30
"Heights","Low","8","R_2YhOs8GYDOiHKrR",85,85,90,95,100,10
"Heights","Low","8","R_30cSnmNoqcRvfHs",14,81,70,66,67,19
"Heights","Low","8","R_30pL8gfRSpxD9CH",2,10,30,40,30,29
"Heights","Low","8","R_31hpkZDetvvM7YG",8,13,76,72,64,23
"Heights","Low","8","R_31QumcKAN10CCcl",80,40,20,50,35,30
"Heights","Low","8","R_3Eig1urtWd9ZohE",0,82,79,92,67,21
"Heights","Low","8","R_3F2H4MbbYg3UwTC",17,12,77,83,28,56
"Heights","Low","8","R_3gMVwye81BOcS6b",82,95,84,63,83,78
"Heights","Low","8","R_3Gw6zVukPK9MTWq",0,5,90,98,20,0
"Heights","Low","8","R_3HGIUR7QvJuTjKM",21,30,81,87,71,35
"Heights","Low","8","R_3I9nX5sPCIEoibp",0,0,32,42,0,51
"Heights","Low","8","R_3iEZ1c2Roy50HDG",100,85,90,81,73,69
"Heights","Low","8","R_3KI2DOdQWdtUjvX",3,27,59,69,37,71
"Heights","Low","8","R_3kodaPZXmwn1qHX",0,0,0,100,0,100
"Heights","Low","8","R_3M9aStraoLkFoub",15,18,75,16,67,12
"Heights","Low","8","R_3QFpzsfuvOZgEgc",25,35,65,71,45,22
"Heights","Low","8","R_3qPy5lgfbRCMllE",90,90,91,93,87,87
"Heights","Low","8","R_3Rjzrp9XlGtXuyf",91,79,91,81,78,76
"Heights","Low","8","R_5usWo0Z0hYCNUop",20,67,67,64,26,36
"Heights","Low","8","R_6JuEyEhcYhcn6CJ",32,67,70,89,62,24
"Heights","Low","8","R_6YHPRLZbi0v4uFH",45,35,81,99,60,0
"Heights","Low","8","R_7WocpUvgaPDHFv3",4,8,39,80,30,43
"Heights","Low","8","R_8BOLxMr4TTHGfN7",61,59,59,58,62,33
"Heights","Low","8","R_8ozpB3TIzLEXmHn",2,10,80,43,29,37
"Heights","Low","8","R_9YtH8lMKh1rch2N",7,3,14,37,16,0
"Heights","Low","8","R_AEQxmOtQGvgUrW9",0,0,64,91,5,33
"Heights","Low","8","R_b8A9RtViu49ZnP3",5,10,70,69,55,53
"Heights","Low","8","R_bJK9isWmb2dn6ff",69,39,39,29,33,23
"Heights","Low","8","R_CgMvyD5uFPvj4pb",8,1,13,96,11,27
"Heights","Low","8","R_cNHhzTpstbD1Udj",0,0,100,100,71,17
"Heights","Low","8","R_DHtsKLOLGFeOOGZ",92,91,69,77,84,90
"Heights","Low","8","R_e9VF8WhgFofgYIp",0,5,80,78,10,50
"Heights","Low","8","R_NXbrPS3Do0T1Trj",55,65,35,70,40,60
"Heights","Low","8","R_rqDsdBHMfxuikxz",39,50,70,73,70,0
"Heights","Low","8","R_s7gcFmTYtepPNSh",51,51,76,100,71,0
"Heights","Low","8","R_sI177MRgUJ52g25",90,90,84,91,85,88
"Heights","Low","8","R_svwsgFOFeQboFON",25,62,88,94,72,14
"Heights","Low","8","R_T7NZSFr9ZfOtmJb",89,100,100,89,90,1
"Heights","Low","8","R_ULXwWPGTqiwddfP",71,87,88,92,51,38
"Heights","Low","8","R_UMuLNjEdxN5ICC5",91,92,98,97,97,2
"Heights","Low","8","R_UsxSSin119cHcFX",86,96,100,100,100,0
"Heights","Low","8","R_UtoAGqYJVRo3syJ",9,9,16,68,8,59
"Heights","Low","8","R_wMYUZICEHbTyW77",96,93,89,100,100,93
"Heights","Low","8","R_wXfIAEliwNsDJ5f",72,92,100,100,100,38
"Heights","Low","8","R_XhrtBks2UvlyHdL",31,63,50,62,22,25
"Heights","Low","8","R_XMsSebbtCpFHPLr",80,81,79,90,59,59
"Heights","Low","8","R_Xudqt6XHJ1T7i5b",92,94,86,76,76,21
"Heights","Low","9","R_10MYFMFzGFKy2HW",10,10,93,96,9,92
"Heights","Low","9","R_10qJKyNZ3o2Dkq3",0,10,100,100,0,100
"Heights","Low","9","R_12lqI0WF5dxXpia",22,40,100,73,30,55
"Heights","Low","9","R_1BQKHtN9VN9z5tG",72,96,78,82,71,18
"Heights","Low","9","R_1CHHRNA4rxJNfim",0,0,0,31,0,52
"Heights","Low","9","R_1DuIwC2AbhKpfvM",55,54,48,64,42,56
"Heights","Low","9","R_1f79gazvFUdCLWI",15,20,5,90,0,40
"Heights","Low","9","R_1fd5BtFtMNBMzQF",0,13,72,76,0,80
"Heights","Low","9","R_1feM36N4ez9RwgK",88,84,93,92,87,85
"Heights","Low","9","R_1FfRryTC8KAv9Gp",36,60,100,12,0,93
"Heights","Low","9","R_1gHHXhqbcvENyR3",82,72,71,38,59,25
"Heights","Low","9","R_1gIRNfqsNEFlFWp",24,8,61,83,31,67
"Heights","Low","9","R_1hW0wX7WUR6PSCn",45,25,11,81,0,72
"Heights","Low","9","R_1I5eBOYD9VDpTsK",0,0,0,39,0,89
"Heights","Low","9","R_1IQScNjM3elksde",0,0,0,10,0,50
"Heights","Low","9","R_1jTVJTNs9FEBAep",25,50,62,62,9,61
"Heights","Low","9","R_1Lhhw0Ksgdf7ojF",17,5,10,92,4,86
"Heights","Low","9","R_1LnbufHBcXFWAVd",0,0,40,75,0,65
"Heights","Low","9","R_1LXKjFBLLHyvA5i",27,46,40,45,42,39
"Heights","Low","9","R_1mCvKEpVGMmHeyq",10,10,40,60,0,85
"Heights","Low","9","R_1oiKn1VO3ws5Abk",72,81,63,78,82,81
"Heights","Low","9","R_1OIWrOWKdVRbBb6",35,5,20,50,0,70
"Heights","Low","9","R_1OJi1DP1O3bZbbC",100,100,100,100,100,100
"Heights","Low","9","R_1OVvVsQ51Emxl3d",7,59,21,94,0,95
"Heights","Low","9","R_1Ow90JtqPzzyiIl",15,23,6,37,4,39
"Heights","Low","9","R_1ozh4JFGTd60SZS",77,94,80,79,0,100
"Heights","Low","9","R_20VsOtsUPpScrKr",18,25,14,37,32,63
"Heights","Low","9","R_22W97c2nnddHJzC",12,65,50,60,10,60
"Heights","Low","9","R_245V7QCuVAGJXwz",3,0,58,60,0,59
"Heights","Low","9","R_29gcRbSQPBattNG",3,16,4,76,4,52
"Heights","Low","9","R_29slbYPknzFrS01",66,59,40,66,30,68
"Heights","Low","9","R_2A0z1Nkh9wDNI10",16,5,52,99,0,100
"Heights","Low","9","R_2b1sY4x7RzZJwoH",5,10,53,41,2,59
"Heights","Low","9","R_2BktW5g7H57qJgc",29,91,100,94,21,91
"Heights","Low","9","R_2cCr5zMp2MlGCEs",70,89,72,95,67,1
"Heights","Low","9","R_2DNTVRinX9VQ1ed",72,96,76,65,71,22
"Heights","Low","9","R_2Ea5cz4e784NV6V",66,61,55,74,50,44
"Heights","Low","9","R_2EnpcrvuilRzOBP",10,50,25,60,5,75
"Heights","Low","9","R_2eXOJ0kRTLXFc4y",10,10,0,0,0,100
"Heights","Low","9","R_2EzVa2az83mkL6P",3,4,20,39,2,51
"Heights","Low","9","R_2fycdMssIBVDXei",19,28,58,93,3,88
"Heights","Low","9","R_2pWwICr7QDCfmKe",55,85,0,61,0,100
"Heights","Low","9","R_2qmm3azmZLkZnpF",34,6,85,95,4,96
"Heights","Low","9","R_2QQXghApH9CCSwh",12,0,58,89,0,100
"Heights","Low","9","R_2rHhQTDPuh9VlMz",0,0,91,100,0,100
"Heights","Low","9","R_2t0rEjhFI5EyPGp",92,92,86,88,93,91
"Heights","Low","9","R_2t2rmOBVtwQYYGB",60,60,43,40,44,68
"Heights","Low","9","R_2tDzvTTE312BELk",0,0,0,100,0,50
"Heights","Low","9","R_2tG7Tof5Zo6oGXH",41,44,16,97,16,94
"Heights","Low","9","R_2thXRlKhCy51rvA",28,13,100,92,0,100
"Heights","Low","9","R_2WGqJyUp3VFHdeh",0,0,51,51,0,74
"Heights","Low","9","R_2woj0fjDNSFOZf8",79,100,36,20,100,17
"Heights","Low","9","R_2xAaNvwk3el9dN8",60,61,89,91,32,77
"Heights","Low","9","R_2YhOs8GYDOiHKrR",70,95,65,80,25,60
"Heights","Low","9","R_30cSnmNoqcRvfHs",7,65,5,31,0,80
"Heights","Low","9","R_30pL8gfRSpxD9CH",20,25,10,26,0,71
"Heights","Low","9","R_31hpkZDetvvM7YG",28,29,100,100,7,76
"Heights","Low","9","R_31QumcKAN10CCcl",20,30,0,0,0,50
"Heights","Low","9","R_3Eig1urtWd9ZohE",0,100,8,98,3,100
"Heights","Low","9","R_3F2H4MbbYg3UwTC",5,10,27,42,0,88
"Heights","Low","9","R_3gMVwye81BOcS6b",66,84,86,85,81,86
"Heights","Low","9","R_3Gw6zVukPK9MTWq",0,5,0,60,0,50
"Heights","Low","9","R_3HGIUR7QvJuTjKM",20,35,35,85,40,71
"Heights","Low","9","R_3I9nX5sPCIEoibp",6,0,46,86,0,59
"Heights","Low","9","R_3iEZ1c2Roy50HDG",85,78,61,69,91,99
"Heights","Low","9","R_3KI2DOdQWdtUjvX",0,26,55,95,0,81
"Heights","Low","9","R_3kodaPZXmwn1qHX",0,0,0,100,0,100
"Heights","Low","9","R_3M9aStraoLkFoub",25,31,64,88,19,85
"Heights","Low","9","R_3QFpzsfuvOZgEgc",20,30,10,45,9,60
"Heights","Low","9","R_3qPy5lgfbRCMllE",92,84,95,94,83,85
"Heights","Low","9","R_3Rjzrp9XlGtXuyf",88,83,93,89,79,68
"Heights","Low","9","R_5usWo0Z0hYCNUop",40,60,71,64,36,55
"Heights","Low","9","R_6JuEyEhcYhcn6CJ",30,71,55,76,37,43
"Heights","Low","9","R_6YHPRLZbi0v4uFH",7,10,61,99,13,40
"Heights","Low","9","R_7WocpUvgaPDHFv3",2,5,3,55,0,75
"Heights","Low","9","R_8BOLxMr4TTHGfN7",55,56,60,59,58,37
"Heights","Low","9","R_8ozpB3TIzLEXmHn",2,11,80,86,0,94
"Heights","Low","9","R_9YtH8lMKh1rch2N",9,5,0,39,7,58
"Heights","Low","9","R_AEQxmOtQGvgUrW9",0,0,7,93,0,91
"Heights","Low","9","R_b8A9RtViu49ZnP3",0,10,60,60,5,70
"Heights","Low","9","R_bJK9isWmb2dn6ff",84,85,37,73,23,44
"Heights","Low","9","R_CgMvyD5uFPvj4pb",0,0,0,82,0,70
"Heights","Low","9","R_cNHhzTpstbD1Udj",0,0,100,100,0,100
"Heights","Low","9","R_DHtsKLOLGFeOOGZ",86,93,90,90,78,74
"Heights","Low","9","R_e9VF8WhgFofgYIp",7,11,89,87,6,90
"Heights","Low","9","R_NXbrPS3Do0T1Trj",35,40,30,90,30,95
"Heights","Low","9","R_rqDsdBHMfxuikxz",42,37,0,81,0,100
"Heights","Low","9","R_s7gcFmTYtepPNSh",51,51,0,0,0,51
"Heights","Low","9","R_sI177MRgUJ52g25",90,88,93,90,91,97
"Heights","Low","9","R_svwsgFOFeQboFON",25,67,61,25,35,76
"Heights","Low","9","R_T7NZSFr9ZfOtmJb",82,92,51,66,35,59
"Heights","Low","9","R_ULXwWPGTqiwddfP",73,32,51,72,0,100
"Heights","Low","9","R_UMuLNjEdxN5ICC5",77,85,63,54,61,54
"Heights","Low","9","R_UsxSSin119cHcFX",40,60,0,60,0,91
"Heights","Low","9","R_UtoAGqYJVRo3syJ",8,6,11,78,1,79
"Heights","Low","9","R_wMYUZICEHbTyW77",97,83,95,93,92,90
"Heights","Low","9","R_wXfIAEliwNsDJ5f",92,100,100,100,10,100
"Heights","Low","9","R_XhrtBks2UvlyHdL",10,59,61,40,0,100
"Heights","Low","9","R_XMsSebbtCpFHPLr",71,70,60,60,10,81
"Heights","Low","9","R_Xudqt6XHJ1T7i5b",100,100,36,7,31,45
"Social","High","13","R_10MYFMFzGFKy2HW",20,30,81,100,10,11
"Social","High","13","R_10qJKyNZ3o2Dkq3",0,0,100,100,0,0
"Social","High","13","R_12lqI0WF5dxXpia",30,0,100,100,0,0
"Social","High","13","R_1BQKHtN9VN9z5tG",52,52,68,91,23,67
"Social","High","13","R_1CHHRNA4rxJNfim",13,1,1,44,0,49
"Social","High","13","R_1DuIwC2AbhKpfvM",57,54,59,59,25,28
"Social","High","13","R_1f79gazvFUdCLWI",0,0,0,0,0,50
"Social","High","13","R_1fd5BtFtMNBMzQF",0,0,63,59,0,54
"Social","High","13","R_1feM36N4ez9RwgK",90,84,93,90,85,87
"Social","High","13","R_1FfRryTC8KAv9Gp",4,3,2,4,0,24
"Social","High","13","R_1gHHXhqbcvENyR3",10,8,5,4,5,13
"Social","High","13","R_1gIRNfqsNEFlFWp",17,14,81,84,18,78
"Social","High","13","R_1hW0wX7WUR6PSCn",8,9,14,10,8,51
"Social","High","13","R_1I5eBOYD9VDpTsK",0,0,0,0,0,50
"Social","High","13","R_1IQScNjM3elksde",0,0,0,0,0,47
"Social","High","13","R_1jTVJTNs9FEBAep",10,9,31,51,8,8
"Social","High","13","R_1Lhhw0Ksgdf7ojF",6,5,15,83,3,71
"Social","High","13","R_1LnbufHBcXFWAVd",0,0,7,11,0,45
"Social","High","13","R_1LXKjFBLLHyvA5i",30,45,35,26,26,28
"Social","High","13","R_1mCvKEpVGMmHeyq",25,10,40,50,20,40
"Social","High","13","R_1oiKn1VO3ws5Abk",71,81,92,90,80,81
"Social","High","13","R_1OIWrOWKdVRbBb6",30,0,0,0,0,50
"Social","High","13","R_1OJi1DP1O3bZbbC",84,65,89,85,71,85
"Social","High","13","R_1OVvVsQ51Emxl3d",4,0,64,97,14,33
"Social","High","13","R_1Ow90JtqPzzyiIl",12,12,17,31,5,37
"Social","High","13","R_1ozh4JFGTd60SZS",0,0,23,0,0,33
"Social","High","13","R_20VsOtsUPpScrKr",13,4,8,7,22,27
"Social","High","13","R_22W97c2nnddHJzC",0,0,70,75,10,15
"Social","High","13","R_245V7QCuVAGJXwz",4,5,65,75,4,25
"Social","High","13","R_29gcRbSQPBattNG",3,2,1,78,2,51
"Social","High","13","R_29slbYPknzFrS01",67,80,37,43,54,39
"Social","High","13","R_2A0z1Nkh9wDNI10",22,17,81,100,0,79
"Social","High","13","R_2b1sY4x7RzZJwoH",5,3,29,20,41,4
"Social","High","13","R_2BktW5g7H57qJgc",40,29,72,77,73,36
"Social","High","13","R_2cCr5zMp2MlGCEs",6,3,63,11,3,10
"Social","High","13","R_2DNTVRinX9VQ1ed",43,81,97,38,41,71
"Social","High","13","R_2Ea5cz4e784NV6V",54,32,43,72,38,47
"Social","High","13","R_2EnpcrvuilRzOBP",10,10,55,65,5,10
"Social","High","13","R_2eXOJ0kRTLXFc4y",0,0,68,88,23,8
"Social","High","13","R_2EzVa2az83mkL6P",0,0,0,56,0,39
"Social","High","13","R_2fycdMssIBVDXei",6,4,68,35,0,48
"Social","High","13","R_2pWwICr7QDCfmKe",55,50,0,30,0,50
"Social","High","13","R_2qmm3azmZLkZnpF",25,11,32,66,20,20
"Social","High","13","R_2QQXghApH9CCSwh",17,11,0,7,0,29
"Social","High","13","R_2rHhQTDPuh9VlMz",0,10,20,51,0,0
"Social","High","13","R_2t0rEjhFI5EyPGp",93,92,89,90,93,92
"Social","High","13","R_2t2rmOBVtwQYYGB",43,44,19,13,25,51
"Social","High","13","R_2tDzvTTE312BELk",10,0,10,100,0,50
"Social","High","13","R_2tG7Tof5Zo6oGXH",28,27,72,86,62,23
"Social","High","13","R_2thXRlKhCy51rvA",0,0,100,100,24,0
