"video_cats","video_intense","video_num","Subject","how_aroused","how_fearful","how_pleasant","how_present_distant"
"Social","Low","20","R_OvdtH0BhKbbq5nH",1,1,4,4
"Social","Low","20","R_PAH4rmCF2fLYnEl",2,2,3,1
"Social","Low","20","R_pgYFD4xopMcwhNL",1,1,2,6
"Social","Low","20","R_PIe7UuZex8xBzUd",1,2,3,2
"Social","Low","20","R_Q67uqHeuwohxWi5",1,1,5,5
"Social","Low","20","R_qyDSetAMKsEPeWB",1,1,4,3
"Social","Low","20","R_r9cy6QzHwRJcC1H",5,3,5,6
"Social","Low","20","R_Rav1EemBwbRzMpH",4,3,3,1
"Social","Low","20","R_SHJFxF8ELygiIff",1,1,4,4
"Social","Low","20","R_T0GdQv1WSQK1lpn",2,1,4,4
"Social","Low","20","R_tGJHD6mRW233aKJ",1,1,7,4
"Social","Low","20","R_U9GAnoZgsiR34WZ",5,5,3,5
"Social","Low","20","R_ugY6q1W7HTfGOLD",1,1,4,4
"Social","Low","20","R_ut43dfTcsWbcrfP",4,1,4,4
"Social","Low","20","R_V3iPvWRdwTmxYyJ",3,2,3,2
"Social","Low","20","R_vkxo5gs6KMMuxWN",4,3,6,3
"Social","Low","20","R_vPIYy1VzKd1TZ6N",3,3,4,2
"Social","Low","20","R_We9eRIzRDAZ3Elz",2,1,4,5
"Social","Low","20","R_xEoU0dv89ZMyPsJ",2,1,2,5
"Social","Low","20","R_XG3Wqt7gORf1m0N",1,1,4,2
"Social","Low","20","R_z07IhJqI66Lr2Pn",1,1,4,4
"Social","Low","20","R_ZahwvNyDxFOJ5AJ",5,3,4,4
"Social","Low","20","R_ZHP1LqimCNldWtr",7,4,1,7
"Social","Low","21","R_02hovykUguDYNvX",1,1,4,4
"Social","Low","21","R_07LWbSNN2LeacH7",1,1,4,5
"Social","Low","21","R_0D3jz5vAZzHLlRf",1,1,1,7
"Social","Low","21","R_0U7Lx46Ea7gH93H",1,1,6,5
"Social","Low","21","R_10PMBlLxTrAn3La",1,1,4,2
"Social","Low","21","R_12tikKz34x8g6no",2,1,4,6
"Social","Low","21","R_1C6Yob8vtleTMVa",1,1,5,7
"Social","Low","21","R_1Cl5O6CqdXvL4uQ",1,1,4,7
"Social","Low","21","R_1db1tMBEEHcORzc",1,1,6,4
"Social","Low","21","R_1dGPDAkjnInPvLv",4,1,5,6
"Social","Low","21","R_1dhQLdeO2c59N63",2,1,6,5
"Social","Low","21","R_1dL9aI0w8MzcXar",1,1,4,2
"Social","Low","21","R_1DUppTsWbo3CX2H",1,1,4,4
"Social","Low","21","R_1eFffdFHvefh6Xy",1,1,4,5
"Social","Low","21","R_1Ehc8q8iyqKG8ns",3,3,7,1
"Social","Low","21","R_1eQbKcCudmqEyKP",3,1,7,7
"Social","Low","21","R_1g8BMqTUhQHVe1N",7,2,7,7
"Social","Low","21","R_1gbgwAmly9SYuUJ",2,1,4,5
"Social","Low","21","R_1GBsFuA3ZVcPRWe",1,1,5,4
"Social","Low","21","R_1GDI4erSIx7VG4a",2,3,4,2
"Social","Low","21","R_1gMDGZAGteVx7jy",6,1,4,6
"Social","Low","21","R_1gSjyaJPHI8KVez",1,1,1,4
"Social","Low","21","R_1GTYk1ZyrXpa1du",1,1,4,4
"Social","Low","21","R_1GVRcZcNViwhY00",1,1,4,4
"Social","Low","21","R_1H16OHLkn1F958t",1,1,4,4
"Social","Low","21","R_1IcKUlJ5I6gvH74",4,1,5,5
"Social","Low","21","R_1j9swkI23ULWb79",1,1,4,5
"Social","Low","21","R_1jj544KSRmDnn1e",1,1,3,2
"Social","Low","21","R_1JJIiXozQxILD1w",2,1,5,3
"Social","Low","21","R_1jkWw27Jo9Javir",1,1,7,3
"Social","Low","21","R_1kYwzlUTUo6LDcl",7,1,7,6
"Social","Low","21","R_1Lnj9cPvmtTXqVB",2,1,6,6
"Social","Low","21","R_1LUJLwh9qDrA5Y7",3,1,6,2
"Social","Low","21","R_1LXWKY7izS3P2II",4,1,4,3
"Social","Low","21","R_1mdTD3aVSC7uDMd",1,1,4,4
"Social","Low","21","R_1mOE5AIdk87Kh7U",4,1,6,5
"Social","Low","21","R_1MWhLlfgDbuWsva",5,6,2,5
"Social","Low","21","R_1mXdBon4pwRQsXB",2,1,2,4
"Social","Low","21","R_1NCCj6Nz27k5yP8",1,1,7,6
"Social","Low","21","R_1nU4CABEilUuhea",1,1,5,5
"Social","Low","21","R_1OI8hNAeEaHPPsW",1,1,5,4
"Social","Low","21","R_1OvqYMyxuFyHRyE",2,1,3,5
"Social","Low","21","R_1pDrHHJ48cBmanv",2,2,3,5
"Social","Low","21","R_1pRnuiyols8PW6d",1,1,4,4
"Social","Low","21","R_1PT4VMXzyu9X4vk",1,1,4,2
"Social","Low","21","R_1pW1nozXPce7B2K",4,4,4,4
"Social","Low","21","R_1pZ2DYf9U47F1D8",1,1,4,4
"Social","Low","21","R_1qaieaKdF5EmRiY",1,1,5,2
"Social","Low","21","R_1qVaC4D1KbxmCQY",3,1,5,5
"Social","Low","21","R_1rjrBKLKM9db7WK",3,1,5,4
"Social","Low","21","R_1rqO7j4Xmu87K6Y",1,1,5,3
"Social","Low","21","R_20ZnUh7tdcBeNeE",2,1,5,2
"Social","Low","21","R_21ALhxbLBCibvkH",1,1,4,5
"Social","Low","21","R_21teA0iKhSVzP7n",3,1,1,7
"Social","Low","21","R_22obeeOw4NH8Htf",2,1,6,6
"Social","Low","21","R_23eHB3ku86oKY7E",1,1,6,5
"Social","Low","21","R_24AHi36C1tDKRDY",1,1,4,4
"Social","Low","21","R_24jFPux1Ro8lIvm",1,1,4,5
"Social","Low","21","R_24kfeQ80ukvZv2y",3,1,5,3
"Social","Low","21","R_25LylmU2vMkw8hu",6,1,4,6
"Social","Low","21","R_25WScvehCh4Uji5",1,1,4,4
"Social","Low","21","R_27OJMmyphe1MPJ9",1,1,4,2
"Social","Low","21","R_27QNj5g70puzChi",4,1,5,5
"Social","Low","21","R_2aDoktnWlgQzDLD",4,1,4,4
"Social","Low","21","R_2af7wuavAJCwAuX",3,1,4,4
"Social","Low","21","R_2AKgXpCPM3DhbWA",2,2,4,4
"Social","Low","21","R_2alamzgEQ6HfEBZ",1,1,2,3
"Social","Low","21","R_2arUSyyZ6Su5zIz",2,1,4,2
"Social","Low","21","R_2bN5UY9UkQoZbPR",1,1,5,3
"Social","Low","21","R_2cjdC0KDNDXzfMg",5,1,6,7
"Social","Low","21","R_2CTF6DYoxo4qp7q",1,1,4,5
"Social","Low","21","R_2EiMriXOE5s1mS9",2,2,4,5
"Social","Low","21","R_2eXAAkEkr0NTtNv",1,1,4,4
"Social","Low","21","R_2OVGSoMSQYDJbeP",1,1,4,7
"Social","Low","21","R_2q4VqWiiCFWajt7",2,1,4,5
"Social","Low","21","R_2QFc9So8uqx7zrt",5,1,5,6
"Social","Low","21","R_2qfRlihaJGKVcaE",3,1,4,7
"Social","Low","21","R_2QlM2cDlNgClEmO",3,2,3,4
"Social","Low","21","R_2qxbXHtlB6qnRoG",2,1,5,5
"Social","Low","21","R_2rHfbD6ikCVgDGH",1,1,6,5
"Social","Low","21","R_2sRYsPQ3NsfMbYg",5,1,4,5
"Social","Low","21","R_2SvmRVhhPSB6SVm",4,4,4,4
"Social","Low","21","R_2tzj1YW66bkKb4m",2,1,5,5
"Social","Low","21","R_2uDqycEYtFxtzCy",1,1,4,3
"Social","Low","21","R_2uO32vZC8Fm6SX9",3,3,2,3
"Social","Low","21","R_2usUVsDp0hI7J1T",3,1,6,5
"Social","Low","21","R_2UWcqZdUPtP72Jk",1,1,7,4
"Social","Low","21","R_2VaVNcQVsiiA9iM",3,1,5,5
"Social","Low","21","R_2VBDEEysrjSJmbH",1,1,4,5
"Social","Low","21","R_2vc51ODstmx0ZSu",1,1,4,4
"Social","Low","21","R_2VjA9TyvLo7kaJ4",1,1,1,1
"Social","Low","21","R_2VmDZQcjOmO2svq",6,5,4,6
"Social","Low","21","R_2wFg9AcQrCu55Sp",1,1,4,6
"Social","Low","21","R_2wNc2mET4n9rGZP",1,1,4,4
"Social","Low","21","R_2WUxRCE94Rnvpbn",5,1,6,5
"Social","Low","21","R_2WZ1HeLze5u5OxP",1,1,4,3
"Social","Low","21","R_2YQdOxrw5qsM48s",4,1,1,4
"Social","Low","21","R_2YqUeVF4AoW9MvB",3,2,3,4
"Social","Low","21","R_2YXqTMKyhy5RBYR",1,1,5,3
"Social","Low","21","R_2z7q1EkCiBzJZ5e",1,1,4,4
"Social","Low","21","R_2zdxiXgY3GkN1sK",4,1,6,5
"Social","Low","21","R_2zdypco37CT9Pr3",2,1,6,5
"Social","Low","21","R_2zIy1c7smtu4An5",1,1,2,2
"Social","Low","21","R_2ZKYsxFJUzWzQzU",7,1,4,5
"Social","Low","21","R_305ItLpTNsERowr",1,1,2,2
"Social","Low","21","R_308fAGXAjvPsvTI",1,1,6,6
"Social","Low","21","R_31QMaLLICfNqbPe",1,1,6,3
"Social","Low","21","R_31YFNJrXl5tw9hx",2,1,3,5
"Social","Low","21","R_33rP9NEIgg90lY8",1,1,4,1
"Social","Low","21","R_3CN3v70gw3Es9oA",1,1,4,4
"Social","Low","21","R_3dX4NtfVHJQLcq4",2,1,4,5
"Social","Low","21","R_3e8Gko0Kv1qSXSL",1,1,4,2
"Social","Low","21","R_3EakufORNoswZxY",1,1,5,4
"Social","Low","21","R_3Eo19xBdodh5BNW",2,1,5,2
"Social","Low","21","R_3EQC0CHAK7OFgFx",1,1,6,7
"Social","Low","21","R_3esQpQ4iuLpdZP4",2,1,5,4
"Social","Low","21","R_3fiKSfwprnbbZVY",5,1,6,7
"Social","Low","21","R_3fTvhseqy5iLar9",1,1,4,4
"Social","Low","21","R_3HzPWTTaGI6vOZj",1,1,4,3
"Social","Low","21","R_3iBZlz1UfBe7Rt4",4,4,4,6
"Social","Low","21","R_3iPBNS4kQ3kfklP",1,1,4,3
"Social","Low","21","R_3Iz85vApvmtC7W9",1,1,4,2
"Social","Low","21","R_3JeccEQZIMqVvoQ",2,1,3,5
"Social","Low","21","R_3jfb7IFXpunnHQ5",1,1,4,1
"Social","Low","21","R_3JJX2QNr3kHHl00",4,4,2,4
"Social","Low","21","R_3jZnIC2F8kbe7Fq",2,1,2,3
"Social","Low","21","R_3k26oKoDIybCKJ6",2,1,5,4
"Social","Low","21","R_3kH9ieEExeYqQQx",1,1,5,5
"Social","Low","21","R_3kijHRU5RXB5dwy",2,1,2,2
"Social","Low","21","R_3kN2XJMRe18Oa9H",1,1,4,5
"Social","Low","21","R_3KpH07rqM0125YP",1,1,4,1
"Social","Low","21","R_3LihcqxHfIfqYMB",1,1,5,6
"Social","Low","21","R_3m9aTnIUqsa9E6W",1,1,4,5
"Social","Low","21","R_3MaOtMe5DfFYsys",2,1,4,2
"Social","Low","21","R_3MLjBNIXIXTFOSn",1,1,4,1
"Social","Low","21","R_3n3oQ1sHVCGZJhk",2,1,4,4
"Social","Low","21","R_3NCbXNAgTCITqgs",2,1,4,5
"Social","Low","21","R_3nee6iFBgYTiFvA",3,1,4,3
"Social","Low","21","R_3nphJhOpYSgX1Rd",1,1,6,6
"Social","Low","21","R_3O1zia7dB2MSGQ1",1,1,6,5
"Social","Low","21","R_3p57s8wWBDXOWW0",1,1,4,2
"Social","Low","21","R_3p57uX9D9NmdMxu",2,1,4,5
"Social","Low","21","R_3PAdZukqJzvYg1U",1,1,5,5
"Social","Low","21","R_3PgGbWzZv82rKcj",1,1,4,4
"Social","Low","21","R_3PiT9o1eAbb45ry",1,1,6,7
"Social","Low","21","R_3PvrWnQpRsMHjvh",1,1,6,3
"Social","Low","21","R_3qHxUqJ2KkOfHAu",2,1,3,5
"Social","Low","21","R_3qsP39qBMQF8DNy",1,1,7,4
"Social","Low","21","R_3qvBRmWKUyBqJMX",2,1,4,4
"Social","Low","21","R_3s4GwzWJliZy7bk",3,1,3,4
"Social","Low","21","R_3s7F7MDpER2HckU",3,1,4,4
"Social","Low","21","R_3smqNeDRxVs5Fwz",1,1,4,4
"Social","Low","21","R_3svMUmnXgfdyq4V",1,1,4,6
"Social","Low","21","R_55cw6PG2lmXZMlP",3,1,6,7
"Social","Low","21","R_5zoLhofyHnPlirn",1,1,4,4
"Social","Low","21","R_6G1wWsstEjM1isF",4,2,4,6
"Social","Low","21","R_6MqjOV3SyUV575n",4,2,5,5
"Social","Low","21","R_8k278Iji5UZaGwF",2,1,5,3
"Social","Low","21","R_9B4REuFFfjrDJSN",1,1,4,2
"Social","Low","21","R_9KNNOgqWsedvUm5",1,1,4,5
"Social","Low","21","R_9MpP6jL8fbY9XiN",1,1,1,1
"Social","Low","21","R_A10vSJbbn9AEKPv",2,1,7,6
"Social","Low","21","R_a3FdPK6jmiTLoSB",1,1,4,4
"Social","Low","21","R_A6w2nJMvpZM9ahP",3,1,6,6
"Social","Low","21","R_A6zWt8C78EJco8h",1,1,4,4
"Social","Low","21","R_AdliR4DkBxZOQSd",2,1,5,5
"Social","Low","21","R_AO5DiOp7eBsA50Z",2,2,4,4
"Social","Low","21","R_bOT4UjYNW1SFosN",2,1,5,5
"Social","Low","21","R_bpckZJOF00rfj5n",1,1,5,2
"Social","Low","21","R_bvE7mA29JbiFeg1",1,1,5,5
"Social","Low","21","R_bxEn0tgUAyPybCh",2,1,5,2
"Social","Low","21","R_C98VjxdSDzxm1PP",1,1,4,5
"Social","Low","21","R_cSGFpisvg3Lt4JP",1,1,7,7
"Social","Low","21","R_db4aG8cjPAbqlyx",1,1,1,1
"Social","Low","21","R_engyRILxkKUj4eR",1,1,4,4
"Social","Low","21","R_ePeqcssZ381hLIB",4,1,7,7
"Social","Low","21","R_eyvoSYoLrurpcA1",5,2,5,5
"Social","Low","21","R_Od4keDsH3ZQZsc1",5,1,6,7
"Social","Low","21","R_ONGtbFrygHo3EaZ",1,1,4,4
"Social","Low","21","R_OvdtH0BhKbbq5nH",2,1,5,5
"Social","Low","21","R_PAH4rmCF2fLYnEl",1,1,5,4
"Social","Low","21","R_pgYFD4xopMcwhNL",4,1,6,7
"Social","Low","21","R_PIe7UuZex8xBzUd",1,1,4,7
"Social","Low","21","R_Q67uqHeuwohxWi5",1,1,6,7
"Social","Low","21","R_qyDSetAMKsEPeWB",1,1,5,5
"Social","Low","21","R_r9cy6QzHwRJcC1H",1,1,4,6
"Social","Low","21","R_Rav1EemBwbRzMpH",5,1,6,7
"Social","Low","21","R_SHJFxF8ELygiIff",3,1,5,5
"Social","Low","21","R_T0GdQv1WSQK1lpn",3,1,4,7
"Social","Low","21","R_tGJHD6mRW233aKJ",2,1,7,2
"Social","Low","21","R_U9GAnoZgsiR34WZ",3,1,6,6
"Social","Low","21","R_ugY6q1W7HTfGOLD",1,1,4,4
"Social","Low","21","R_ut43dfTcsWbcrfP",4,1,5,3
"Social","Low","21","R_V3iPvWRdwTmxYyJ",1,1,4,5
"Social","Low","21","R_vkxo5gs6KMMuxWN",3,1,5,4
"Social","Low","21","R_vPIYy1VzKd1TZ6N",1,1,4,4
"Social","Low","21","R_We9eRIzRDAZ3Elz",1,1,6,5
"Social","Low","21","R_xEoU0dv89ZMyPsJ",1,1,3,2
"Social","Low","21","R_XG3Wqt7gORf1m0N",1,1,4,4
"Social","Low","21","R_z07IhJqI66Lr2Pn",1,1,4,4
"Social","Low","21","R_ZahwvNyDxFOJ5AJ",3,1,4,4
"Social","Low","21","R_ZHP1LqimCNldWtr",1,1,7,4
"Social","Low","22","R_02hovykUguDYNvX",3,4,4,4
"Social","Low","22","R_07LWbSNN2LeacH7",1,1,4,3
"Social","Low","22","R_0D3jz5vAZzHLlRf",1,1,7,7
"Social","Low","22","R_0U7Lx46Ea7gH93H",4,1,6,3
"Social","Low","22","R_10PMBlLxTrAn3La",1,1,6,1
"Social","Low","22","R_12tikKz34x8g6no",2,1,4,3
"Social","Low","22","R_1C6Yob8vtleTMVa",1,1,4,2
"Social","Low","22","R_1Cl5O6CqdXvL4uQ",1,1,3,1
"Social","Low","22","R_1db1tMBEEHcORzc",5,1,7,5
"Social","Low","22","R_1dGPDAkjnInPvLv",2,1,4,2
"Social","Low","22","R_1dhQLdeO2c59N63",3,1,7,6
"Social","Low","22","R_1dL9aI0w8MzcXar",7,1,6,6
"Social","Low","22","R_1DUppTsWbo3CX2H",1,1,4,6
"Social","Low","22","R_1eFffdFHvefh6Xy",1,1,4,4
"Social","Low","22","R_1Ehc8q8iyqKG8ns",2,4,1,6
"Social","Low","22","R_1eQbKcCudmqEyKP",1,1,7,7
"Social","Low","22","R_1g8BMqTUhQHVe1N",3,1,4,4
"Social","Low","22","R_1gbgwAmly9SYuUJ",2,1,4,2
"Social","Low","22","R_1GBsFuA3ZVcPRWe",1,1,4,4
"Social","Low","22","R_1GDI4erSIx7VG4a",3,4,5,4
"Social","Low","22","R_1gMDGZAGteVx7jy",3,2,4,2
"Social","Low","22","R_1gSjyaJPHI8KVez",1,1,4,4
"Social","Low","22","R_1GTYk1ZyrXpa1du",2,1,6,5
"Social","Low","22","R_1GVRcZcNViwhY00",2,1,4,4
"Social","Low","22","R_1H16OHLkn1F958t",1,1,4,4
"Social","Low","22","R_1IcKUlJ5I6gvH74",1,1,5,5
"Social","Low","22","R_1j9swkI23ULWb79",2,1,5,2
"Social","Low","22","R_1jj544KSRmDnn1e",1,1,4,1
"Social","Low","22","R_1JJIiXozQxILD1w",2,1,4,7
"Social","Low","22","R_1jkWw27Jo9Javir",1,1,4,1
"Social","Low","22","R_1kYwzlUTUo6LDcl",5,2,6,6
"Social","Low","22","R_1Lnj9cPvmtTXqVB",4,1,7,7
"Social","Low","22","R_1LUJLwh9qDrA5Y7",1,1,4,1
"Social","Low","22","R_1LXWKY7izS3P2II",3,1,4,3
"Social","Low","22","R_1mdTD3aVSC7uDMd",1,1,6,3
"Social","Low","22","R_1mOE5AIdk87Kh7U",4,1,6,2
"Social","Low","22","R_1MWhLlfgDbuWsva",2,6,2,5
"Social","Low","22","R_1mXdBon4pwRQsXB",4,1,7,6
"Social","Low","22","R_1NCCj6Nz27k5yP8",6,1,7,7
"Social","Low","22","R_1nU4CABEilUuhea",2,1,4,5
"Social","Low","22","R_1OI8hNAeEaHPPsW",3,3,3,2
"Social","Low","22","R_1OvqYMyxuFyHRyE",1,1,4,5
"Social","Low","22","R_1pDrHHJ48cBmanv",2,2,4,2
"Social","Low","22","R_1pRnuiyols8PW6d",1,1,5,5
"Social","Low","22","R_1PT4VMXzyu9X4vk",2,1,4,3
"Social","Low","22","R_1pW1nozXPce7B2K",4,4,4,4
"Social","Low","22","R_1pZ2DYf9U47F1D8",2,1,5,4
"Social","Low","22","R_1qaieaKdF5EmRiY",1,1,4,1
"Social","Low","22","R_1qVaC4D1KbxmCQY",4,1,5,4
"Social","Low","22","R_1rjrBKLKM9db7WK",1,1,4,3
"Social","Low","22","R_1rqO7j4Xmu87K6Y",1,1,5,2
"Social","Low","22","R_20ZnUh7tdcBeNeE",4,1,6,6
"Social","Low","22","R_21ALhxbLBCibvkH",2,1,4,5
"Social","Low","22","R_21teA0iKhSVzP7n",5,1,6,5
"Social","Low","22","R_22obeeOw4NH8Htf",1,1,7,3
"Social","Low","22","R_23eHB3ku86oKY7E",1,1,4,2
"Social","Low","22","R_24AHi36C1tDKRDY",1,1,5,5
"Social","Low","22","R_24jFPux1Ro8lIvm",1,1,4,5
"Social","Low","22","R_24kfeQ80ukvZv2y",4,1,6,5
"Social","Low","22","R_25LylmU2vMkw8hu",4,1,7,5
"Social","Low","22","R_25WScvehCh4Uji5",1,1,4,5
"Social","Low","22","R_27OJMmyphe1MPJ9",1,1,4,2
"Social","Low","22","R_27QNj5g70puzChi",4,1,5,5
"Social","Low","22","R_2aDoktnWlgQzDLD",4,1,5,3
"Social","Low","22","R_2af7wuavAJCwAuX",5,1,5,1
"Social","Low","22","R_2AKgXpCPM3DhbWA",3,1,4,4
"Social","Low","22","R_2alamzgEQ6HfEBZ",1,1,4,3
"Social","Low","22","R_2arUSyyZ6Su5zIz",1,1,4,2
"Social","Low","22","R_2bN5UY9UkQoZbPR",1,1,3,1
"Social","Low","22","R_2cjdC0KDNDXzfMg",4,1,5,6
"Social","Low","22","R_2CTF6DYoxo4qp7q",1,1,4,1
"Social","Low","22","R_2EiMriXOE5s1mS9",4,2,5,6
"Social","Low","22","R_2eXAAkEkr0NTtNv",1,1,4,4
"Social","Low","22","R_2OVGSoMSQYDJbeP",5,1,7,7
"Social","Low","22","R_2q4VqWiiCFWajt7",2,1,4,4
"Social","Low","22","R_2QFc9So8uqx7zrt",1,1,4,5
"Social","Low","22","R_2qfRlihaJGKVcaE",1,1,4,5
"Social","Low","22","R_2QlM2cDlNgClEmO",4,1,4,5
"Social","Low","22","R_2qxbXHtlB6qnRoG",1,1,5,6
"Social","Low","22","R_2rHfbD6ikCVgDGH",2,1,6,5
"Social","Low","22","R_2sRYsPQ3NsfMbYg",5,1,5,5
"Social","Low","22","R_2SvmRVhhPSB6SVm",4,4,4,4
"Social","Low","22","R_2tzj1YW66bkKb4m",5,1,6,5
"Social","Low","22","R_2uDqycEYtFxtzCy",4,1,5,3
"Social","Low","22","R_2uO32vZC8Fm6SX9",4,3,3,2
"Social","Low","22","R_2usUVsDp0hI7J1T",4,1,6,3
"Social","Low","22","R_2UWcqZdUPtP72Jk",1,1,5,4
"Social","Low","22","R_2VaVNcQVsiiA9iM",2,1,5,4
"Social","Low","22","R_2VBDEEysrjSJmbH",4,1,6,2
"Social","Low","22","R_2vc51ODstmx0ZSu",1,1,4,2
"Social","Low","22","R_2VjA9TyvLo7kaJ4",4,1,5,5
"Social","Low","22","R_2VmDZQcjOmO2svq",7,5,7,6
"Social","Low","22","R_2wFg9AcQrCu55Sp",1,1,1,1
"Social","Low","22","R_2wNc2mET4n9rGZP",5,1,6,7
"Social","Low","22","R_2WUxRCE94Rnvpbn",1,1,4,1
"Social","Low","22","R_2WZ1HeLze5u5OxP",1,1,4,4
"Social","Low","22","R_2YQdOxrw5qsM48s",4,1,5,4
"Social","Low","22","R_2YqUeVF4AoW9MvB",4,2,4,4
"Social","Low","22","R_2YXqTMKyhy5RBYR",1,1,6,2
"Social","Low","22","R_2z7q1EkCiBzJZ5e",2,2,4,4
"Social","Low","22","R_2zdxiXgY3GkN1sK",3,2,3,3
"Social","Low","22","R_2zdypco37CT9Pr3",1,1,5,3
"Social","Low","22","R_2zIy1c7smtu4An5",2,1,2,2
"Social","Low","22","R_2ZKYsxFJUzWzQzU",1,1,4,1
"Social","Low","22","R_305ItLpTNsERowr",1,1,5,5
"Social","Low","22","R_308fAGXAjvPsvTI",1,1,5,5
"Social","Low","22","R_31QMaLLICfNqbPe",1,1,7,5
"Social","Low","22","R_31YFNJrXl5tw9hx",1,1,6,4
"Social","Low","22","R_33rP9NEIgg90lY8",1,1,4,1
"Social","Low","22","R_3CN3v70gw3Es9oA",1,1,4,2
"Social","Low","22","R_3dX4NtfVHJQLcq4",1,1,4,3
"Social","Low","22","R_3e8Gko0Kv1qSXSL",2,1,4,2
"Social","Low","22","R_3EakufORNoswZxY",1,1,4,2
"Social","Low","22","R_3Eo19xBdodh5BNW",1,1,4,3
"Social","Low","22","R_3EQC0CHAK7OFgFx",4,3,6,6
"Social","Low","22","R_3esQpQ4iuLpdZP4",3,1,5,5
"Social","Low","22","R_3fiKSfwprnbbZVY",3,1,4,5
"Social","Low","22","R_3fTvhseqy5iLar9",2,1,5,5
"Social","Low","22","R_3HzPWTTaGI6vOZj",1,1,7,7
"Social","Low","22","R_3iBZlz1UfBe7Rt4",3,1,5,3
"Social","Low","22","R_3iPBNS4kQ3kfklP",1,1,4,2
"Social","Low","22","R_3Iz85vApvmtC7W9",2,1,4,2
"Social","Low","22","R_3JeccEQZIMqVvoQ",2,1,4,4
"Social","Low","22","R_3jfb7IFXpunnHQ5",1,1,5,1
"Social","Low","22","R_3JJX2QNr3kHHl00",5,4,7,7
"Social","Low","22","R_3jZnIC2F8kbe7Fq",5,1,6,5
"Social","Low","22","R_3k26oKoDIybCKJ6",3,1,3,4
"Social","Low","22","R_3kH9ieEExeYqQQx",1,1,4,3
"Social","Low","22","R_3kijHRU5RXB5dwy",2,1,5,2
"Social","Low","22","R_3kN2XJMRe18Oa9H",1,1,4,3
"Social","Low","22","R_3KpH07rqM0125YP",1,1,4,1
"Social","Low","22","R_3LihcqxHfIfqYMB",1,1,5,5
"Social","Low","22","R_3m9aTnIUqsa9E6W",1,1,6,2
"Social","Low","22","R_3MaOtMe5DfFYsys",3,1,5,3
"Social","Low","22","R_3MLjBNIXIXTFOSn",1,1,4,1
"Social","Low","22","R_3n3oQ1sHVCGZJhk",2,1,4,4
"Social","Low","22","R_3NCbXNAgTCITqgs",1,1,4,4
"Social","Low","22","R_3nee6iFBgYTiFvA",4,1,7,6
"Social","Low","22","R_3nphJhOpYSgX1Rd",1,1,4,4
"Social","Low","22","R_3O1zia7dB2MSGQ1",1,1,5,4
"Social","Low","22","R_3p57s8wWBDXOWW0",1,1,4,3
"Social","Low","22","R_3p57uX9D9NmdMxu",4,2,5,5
"Social","Low","22","R_3PAdZukqJzvYg1U",1,1,7,6
"Social","Low","22","R_3PgGbWzZv82rKcj",1,1,5,5
"Social","Low","22","R_3PiT9o1eAbb45ry",2,1,7,7
"Social","Low","22","R_3PvrWnQpRsMHjvh",2,1,7,2
"Social","Low","22","R_3qHxUqJ2KkOfHAu",1,1,4,3
"Social","Low","22","R_3qsP39qBMQF8DNy",1,1,7,1
"Social","Low","22","R_3qvBRmWKUyBqJMX",4,1,5,6
"Social","Low","22","R_3s4GwzWJliZy7bk",4,2,4,5
"Social","Low","22","R_3s7F7MDpER2HckU",2,1,5,6
"Social","Low","22","R_3smqNeDRxVs5Fwz",1,1,4,2
"Social","Low","22","R_3svMUmnXgfdyq4V",3,1,7,2
"Social","Low","22","R_55cw6PG2lmXZMlP",4,1,6,5
"Social","Low","22","R_5zoLhofyHnPlirn",1,1,5,6
"Social","Low","22","R_6G1wWsstEjM1isF",4,2,4,2
"Social","Low","22","R_6MqjOV3SyUV575n",3,3,5,4
"Social","Low","22","R_8k278Iji5UZaGwF",1,1,4,4
"Social","Low","22","R_9B4REuFFfjrDJSN",1,1,4,1
"Social","Low","22","R_9KNNOgqWsedvUm5",1,1,4,5
"Social","Low","22","R_9MpP6jL8fbY9XiN",1,1,4,4
"Social","Low","22","R_A10vSJbbn9AEKPv",1,1,7,2
"Social","Low","22","R_a3FdPK6jmiTLoSB",1,1,4,4
"Social","Low","22","R_A6w2nJMvpZM9ahP",2,1,6,5
"Social","Low","22","R_A6zWt8C78EJco8h",4,1,7,6
"Social","Low","22","R_AdliR4DkBxZOQSd",3,1,4,5
"Social","Low","22","R_AO5DiOp7eBsA50Z",3,2,5,4
"Social","Low","22","R_bOT4UjYNW1SFosN",3,1,7,7
"Social","Low","22","R_bpckZJOF00rfj5n",1,1,6,6
"Social","Low","22","R_bvE7mA29JbiFeg1",1,1,5,3
"Social","Low","22","R_bxEn0tgUAyPybCh",2,1,5,1
"Social","Low","22","R_C98VjxdSDzxm1PP",1,1,5,6
"Social","Low","22","R_cSGFpisvg3Lt4JP",1,1,7,4
"Social","Low","22","R_db4aG8cjPAbqlyx",1,1,3,2
"Social","Low","22","R_engyRILxkKUj4eR",1,1,4,4
"Social","Low","22","R_ePeqcssZ381hLIB",4,1,4,7
"Social","Low","22","R_eyvoSYoLrurpcA1",2,1,4,5
"Social","Low","22","R_Od4keDsH3ZQZsc1",4,1,7,7
"Social","Low","22","R_ONGtbFrygHo3EaZ",1,1,5,4
"Social","Low","22","R_OvdtH0BhKbbq5nH",3,1,4,4
"Social","Low","22","R_PAH4rmCF2fLYnEl",1,1,5,5
"Social","Low","22","R_pgYFD4xopMcwhNL",1,1,4,1
