"video_cats","video_intense","video_num","Subject","how_aroused","how_fearful","how_pleasant","how_present_distant"
"Heights","Low","10","R_V3iPvWRdwTmxYyJ",3,5,3,4
"Heights","Low","10","R_vkxo5gs6KMMuxWN",1,1,7,4
"Heights","Low","10","R_vPIYy1VzKd1TZ6N",5,3,5,2
"Heights","Low","10","R_We9eRIzRDAZ3Elz",3,3,6,6
"Heights","Low","10","R_xEoU0dv89ZMyPsJ",2,2,4,3
"Heights","Low","10","R_XG3Wqt7gORf1m0N",3,3,5,2
"Heights","Low","10","R_z07IhJqI66Lr2Pn",3,3,4,4
"Heights","Low","10","R_ZahwvNyDxFOJ5AJ",6,5,4,6
"Heights","Low","10","R_ZHP1LqimCNldWtr",1,1,4,4
"Heights","Low","11","R_02hovykUguDYNvX",2,1,4,4
"Heights","Low","11","R_07LWbSNN2LeacH7",1,1,4,4
"Heights","Low","11","R_0D3jz5vAZzHLlRf",7,1,7,4
"Heights","Low","11","R_0U7Lx46Ea7gH93H",4,4,5,4
"Heights","Low","11","R_10PMBlLxTrAn3La",5,3,6,5
"Heights","Low","11","R_12tikKz34x8g6no",5,3,6,6
"Heights","Low","11","R_1C6Yob8vtleTMVa",5,2,5,5
"Heights","Low","11","R_1Cl5O6CqdXvL4uQ",1,1,4,5
"Heights","Low","11","R_1db1tMBEEHcORzc",2,1,5,6
"Heights","Low","11","R_1dGPDAkjnInPvLv",3,1,6,5
"Heights","Low","11","R_1dhQLdeO2c59N63",5,2,6,6
"Heights","Low","11","R_1dL9aI0w8MzcXar",6,1,6,5
"Heights","Low","11","R_1DUppTsWbo3CX2H",1,1,3,3
"Heights","Low","11","R_1eFffdFHvefh6Xy",2,1,5,6
"Heights","Low","11","R_1Ehc8q8iyqKG8ns",5,4,1,4
"Heights","Low","11","R_1eQbKcCudmqEyKP",1,1,5,5
"Heights","Low","11","R_1g8BMqTUhQHVe1N",6,2,7,7
"Heights","Low","11","R_1gbgwAmly9SYuUJ",2,2,4,6
"Heights","Low","11","R_1GBsFuA3ZVcPRWe",5,4,4,5
"Heights","Low","11","R_1GDI4erSIx7VG4a",2,2,4,4
"Heights","Low","11","R_1gMDGZAGteVx7jy",4,5,6,2
"Heights","Low","11","R_1gSjyaJPHI8KVez",1,1,1,4
"Heights","Low","11","R_1GTYk1ZyrXpa1du",2,1,6,4
"Heights","Low","11","R_1GVRcZcNViwhY00",4,1,4,5
"Heights","Low","11","R_1H16OHLkn1F958t",1,1,4,4
"Heights","Low","11","R_1IcKUlJ5I6gvH74",4,2,4,4
"Heights","Low","11","R_1j9swkI23ULWb79",1,1,4,5
"Heights","Low","11","R_1jj544KSRmDnn1e",1,1,4,3
"Heights","Low","11","R_1JJIiXozQxILD1w",4,1,5,7
"Heights","Low","11","R_1jkWw27Jo9Javir",2,1,6,2
"Heights","Low","11","R_1kYwzlUTUo6LDcl",5,2,5,6
"Heights","Low","11","R_1Lnj9cPvmtTXqVB",5,3,4,2
"Heights","Low","11","R_1LUJLwh9qDrA5Y7",1,1,4,1
"Heights","Low","11","R_1LXWKY7izS3P2II",2,3,2,4
"Heights","Low","11","R_1mdTD3aVSC7uDMd",3,3,4,3
"Heights","Low","11","R_1mOE5AIdk87Kh7U",5,1,7,5
"Heights","Low","11","R_1MWhLlfgDbuWsva",4,4,4,4
"Heights","Low","11","R_1mXdBon4pwRQsXB",6,3,5,6
"Heights","Low","11","R_1NCCj6Nz27k5yP8",1,1,4,4
"Heights","Low","11","R_1nU4CABEilUuhea",4,1,7,5
"Heights","Low","11","R_1OI8hNAeEaHPPsW",1,1,4,2
"Heights","Low","11","R_1OvqYMyxuFyHRyE",1,1,4,6
"Heights","Low","11","R_1pDrHHJ48cBmanv",5,4,3,4
"Heights","Low","11","R_1pRnuiyols8PW6d",1,3,5,5
"Heights","Low","11","R_1PT4VMXzyu9X4vk",1,1,4,3
"Heights","Low","11","R_1pW1nozXPce7B2K",7,4,1,7
"Heights","Low","11","R_1pZ2DYf9U47F1D8",3,1,5,5
"Heights","Low","11","R_1qaieaKdF5EmRiY",2,1,5,4
"Heights","Low","11","R_1qVaC4D1KbxmCQY",5,2,5,5
"Heights","Low","11","R_1rjrBKLKM9db7WK",4,1,5,4
"Heights","Low","11","R_1rqO7j4Xmu87K6Y",1,1,4,3
"Heights","Low","11","R_20ZnUh7tdcBeNeE",2,1,5,1
"Heights","Low","11","R_21ALhxbLBCibvkH",2,1,4,5
"Heights","Low","11","R_21teA0iKhSVzP7n",1,1,4,4
"Heights","Low","11","R_22obeeOw4NH8Htf",2,2,3,5
"Heights","Low","11","R_23eHB3ku86oKY7E",1,1,4,4
"Heights","Low","11","R_24AHi36C1tDKRDY",2,2,4,5
"Heights","Low","11","R_24jFPux1Ro8lIvm",1,1,4,2
"Heights","Low","11","R_24kfeQ80ukvZv2y",4,3,5,5
"Heights","Low","11","R_25LylmU2vMkw8hu",5,1,5,5
"Heights","Low","11","R_25WScvehCh4Uji5",5,1,6,6
"Heights","Low","11","R_27OJMmyphe1MPJ9",7,7,1,7
"Heights","Low","11","R_27QNj5g70puzChi",5,5,3,5
"Heights","Low","11","R_2aDoktnWlgQzDLD",5,2,5,5
"Heights","Low","11","R_2af7wuavAJCwAuX",2,1,4,1
"Heights","Low","11","R_2AKgXpCPM3DhbWA",4,3,4,4
"Heights","Low","11","R_2alamzgEQ6HfEBZ",1,1,4,3
"Heights","Low","11","R_2arUSyyZ6Su5zIz",4,1,5,4
"Heights","Low","11","R_2bN5UY9UkQoZbPR",1,4,3,4
"Heights","Low","11","R_2cjdC0KDNDXzfMg",3,1,6,6
"Heights","Low","11","R_2CTF6DYoxo4qp7q",5,1,5,3
"Heights","Low","11","R_2EiMriXOE5s1mS9",2,2,4,5
"Heights","Low","11","R_2eXAAkEkr0NTtNv",4,4,4,2
"Heights","Low","11","R_2OVGSoMSQYDJbeP",7,7,1,7
"Heights","Low","11","R_2q4VqWiiCFWajt7",4,3,4,5
"Heights","Low","11","R_2QFc9So8uqx7zrt",2,1,4,5
"Heights","Low","11","R_2qfRlihaJGKVcaE",1,1,5,7
"Heights","Low","11","R_2QlM2cDlNgClEmO",3,2,4,5
"Heights","Low","11","R_2qxbXHtlB6qnRoG",3,1,6,7
"Heights","Low","11","R_2rHfbD6ikCVgDGH",1,1,5,6
"Heights","Low","11","R_2sRYsPQ3NsfMbYg",4,2,4,6
"Heights","Low","11","R_2SvmRVhhPSB6SVm",1,1,4,5
"Heights","Low","11","R_2tzj1YW66bkKb4m",6,1,6,5
"Heights","Low","11","R_2uDqycEYtFxtzCy",4,1,5,5
"Heights","Low","11","R_2uO32vZC8Fm6SX9",1,3,4,3
"Heights","Low","11","R_2usUVsDp0hI7J1T",4,3,5,5
"Heights","Low","11","R_2UWcqZdUPtP72Jk",5,1,6,6
"Heights","Low","11","R_2VaVNcQVsiiA9iM",3,1,5,2
"Heights","Low","11","R_2VBDEEysrjSJmbH",5,2,5,6
"Heights","Low","11","R_2vc51ODstmx0ZSu",1,1,4,5
"Heights","Low","11","R_2VjA9TyvLo7kaJ4",1,1,4,4
"Heights","Low","11","R_2VmDZQcjOmO2svq",7,6,6,5
"Heights","Low","11","R_2wFg9AcQrCu55Sp",1,1,5,6
"Heights","Low","11","R_2wNc2mET4n9rGZP",4,1,5,6
"Heights","Low","11","R_2WUxRCE94Rnvpbn",4,3,4,7
"Heights","Low","11","R_2WZ1HeLze5u5OxP",2,1,4,5
"Heights","Low","11","R_2YQdOxrw5qsM48s",7,1,7,4
"Heights","Low","11","R_2YqUeVF4AoW9MvB",3,3,3,4
"Heights","Low","11","R_2YXqTMKyhy5RBYR",3,5,2,3
"Heights","Low","11","R_2z7q1EkCiBzJZ5e",1,1,6,4
"Heights","Low","11","R_2zdxiXgY3GkN1sK",4,1,3,3
"Heights","Low","11","R_2zdypco37CT9Pr3",2,1,4,3
"Heights","Low","11","R_2zIy1c7smtu4An5",2,3,2,2
"Heights","Low","11","R_2ZKYsxFJUzWzQzU",3,1,6,6
"Heights","Low","11","R_305ItLpTNsERowr",1,1,4,2
"Heights","Low","11","R_308fAGXAjvPsvTI",5,1,7,6
"Heights","Low","11","R_31QMaLLICfNqbPe",1,3,1,2
"Heights","Low","11","R_31YFNJrXl5tw9hx",5,4,6,6
"Heights","Low","11","R_33rP9NEIgg90lY8",1,1,4,2
"Heights","Low","11","R_3CN3v70gw3Es9oA",1,1,5,3
"Heights","Low","11","R_3dX4NtfVHJQLcq4",2,1,4,5
"Heights","Low","11","R_3e8Gko0Kv1qSXSL",3,2,5,5
"Heights","Low","11","R_3EakufORNoswZxY",4,4,4,4
"Heights","Low","11","R_3Eo19xBdodh5BNW",6,1,1,3
"Heights","Low","11","R_3EQC0CHAK7OFgFx",1,2,5,6
"Heights","Low","11","R_3esQpQ4iuLpdZP4",3,1,5,5
"Heights","Low","11","R_3fiKSfwprnbbZVY",5,1,5,4
"Heights","Low","11","R_3fTvhseqy5iLar9",7,6,1,5
"Heights","Low","11","R_3HzPWTTaGI6vOZj",3,3,3,6
"Heights","Low","11","R_3iBZlz1UfBe7Rt4",3,1,5,7
"Heights","Low","11","R_3iPBNS4kQ3kfklP",2,1,4,3
"Heights","Low","11","R_3Iz85vApvmtC7W9",1,1,4,4
"Heights","Low","11","R_3JeccEQZIMqVvoQ",2,1,4,5
"Heights","Low","11","R_3jfb7IFXpunnHQ5",2,2,4,5
"Heights","Low","11","R_3JJX2QNr3kHHl00",5,4,6,6
"Heights","Low","11","R_3jZnIC2F8kbe7Fq",5,1,5,5
"Heights","Low","11","R_3k26oKoDIybCKJ6",2,1,6,6
"Heights","Low","11","R_3kH9ieEExeYqQQx",2,1,4,2
"Heights","Low","11","R_3kijHRU5RXB5dwy",7,1,7,7
"Heights","Low","11","R_3kN2XJMRe18Oa9H",1,1,4,3
"Heights","Low","11","R_3KpH07rqM0125YP",1,1,7,1
"Heights","Low","11","R_3LihcqxHfIfqYMB",1,1,7,6
"Heights","Low","11","R_3m9aTnIUqsa9E6W",5,3,6,5
"Heights","Low","11","R_3MaOtMe5DfFYsys",5,5,2,4
"Heights","Low","11","R_3MLjBNIXIXTFOSn",1,1,4,1
"Heights","Low","11","R_3n3oQ1sHVCGZJhk",6,1,6,5
"Heights","Low","11","R_3NCbXNAgTCITqgs",3,1,5,6
"Heights","Low","11","R_3nee6iFBgYTiFvA",3,1,7,7
"Heights","Low","11","R_3nphJhOpYSgX1Rd",3,3,4,5
"Heights","Low","11","R_3O1zia7dB2MSGQ1",1,1,5,5
"Heights","Low","11","R_3p57s8wWBDXOWW0",5,6,3,3
"Heights","Low","11","R_3p57uX9D9NmdMxu",4,3,4,3
"Heights","Low","11","R_3PAdZukqJzvYg1U",3,3,3,6
"Heights","Low","11","R_3PgGbWzZv82rKcj",1,1,4,4
"Heights","Low","11","R_3PiT9o1eAbb45ry",2,1,6,7
"Heights","Low","11","R_3PvrWnQpRsMHjvh",4,1,6,5
"Heights","Low","11","R_3qHxUqJ2KkOfHAu",3,1,4,6
"Heights","Low","11","R_3qsP39qBMQF8DNy",5,1,7,7
"Heights","Low","11","R_3qvBRmWKUyBqJMX",3,1,4,5
"Heights","Low","11","R_3s4GwzWJliZy7bk",2,1,4,3
"Heights","Low","11","R_3s7F7MDpER2HckU",2,1,4,5
"Heights","Low","11","R_3smqNeDRxVs5Fwz",1,1,7,7
"Heights","Low","11","R_3svMUmnXgfdyq4V",2,2,4,5
"Heights","Low","11","R_55cw6PG2lmXZMlP",3,2,6,6
"Heights","Low","11","R_5zoLhofyHnPlirn",3,1,5,4
"Heights","Low","11","R_6G1wWsstEjM1isF",4,2,4,6
"Heights","Low","11","R_6MqjOV3SyUV575n",4,2,4,4
"Heights","Low","11","R_8k278Iji5UZaGwF",1,1,6,3
"Heights","Low","11","R_9B4REuFFfjrDJSN",5,1,5,7
"Heights","Low","11","R_9KNNOgqWsedvUm5",1,1,4,5
"Heights","Low","11","R_9MpP6jL8fbY9XiN",1,1,4,4
"Heights","Low","11","R_A10vSJbbn9AEKPv",3,1,7,6
"Heights","Low","11","R_a3FdPK6jmiTLoSB",1,1,3,2
"Heights","Low","11","R_A6w2nJMvpZM9ahP",3,1,6,5
"Heights","Low","11","R_A6zWt8C78EJco8h",1,1,4,4
"Heights","Low","11","R_AdliR4DkBxZOQSd",6,5,2,6
"Heights","Low","11","R_AO5DiOp7eBsA50Z",4,3,4,5
"Heights","Low","11","R_bOT4UjYNW1SFosN",3,3,5,6
"Heights","Low","11","R_bpckZJOF00rfj5n",2,3,4,5
"Heights","Low","11","R_bvE7mA29JbiFeg1",5,6,1,4
"Heights","Low","11","R_bxEn0tgUAyPybCh",2,1,4,3
"Heights","Low","11","R_C98VjxdSDzxm1PP",5,5,1,7
"Heights","Low","11","R_cSGFpisvg3Lt4JP",1,1,5,4
"Heights","Low","11","R_db4aG8cjPAbqlyx",6,1,7,6
"Heights","Low","11","R_engyRILxkKUj4eR",1,1,4,1
"Heights","Low","11","R_ePeqcssZ381hLIB",4,1,7,7
"Heights","Low","11","R_eyvoSYoLrurpcA1",4,2,4,3
"Heights","Low","11","R_Od4keDsH3ZQZsc1",7,5,7,7
"Heights","Low","11","R_ONGtbFrygHo3EaZ",1,1,6,4
"Heights","Low","11","R_OvdtH0BhKbbq5nH",3,2,4,5
"Heights","Low","11","R_PAH4rmCF2fLYnEl",1,1,4,4
"Heights","Low","11","R_pgYFD4xopMcwhNL",2,1,4,6
"Heights","Low","11","R_PIe7UuZex8xBzUd",1,3,5,5
"Heights","Low","11","R_Q67uqHeuwohxWi5",5,5,3,6
"Heights","Low","11","R_qyDSetAMKsEPeWB",2,1,6,3
"Heights","Low","11","R_r9cy6QzHwRJcC1H",4,1,6,7
"Heights","Low","11","R_Rav1EemBwbRzMpH",6,1,7,7
"Heights","Low","11","R_SHJFxF8ELygiIff",2,1,3,4
"Heights","Low","11","R_T0GdQv1WSQK1lpn",4,3,5,7
"Heights","Low","11","R_tGJHD6mRW233aKJ",2,2,6,6
"Heights","Low","11","R_U9GAnoZgsiR34WZ",3,3,5,6
"Heights","Low","11","R_ugY6q1W7HTfGOLD",1,1,4,4
"Heights","Low","11","R_ut43dfTcsWbcrfP",4,1,5,4
"Heights","Low","11","R_V3iPvWRdwTmxYyJ",6,5,2,6
"Heights","Low","11","R_vkxo5gs6KMMuxWN",2,1,7,5
"Heights","Low","11","R_vPIYy1VzKd1TZ6N",3,1,5,4
"Heights","Low","11","R_We9eRIzRDAZ3Elz",6,6,4,7
"Heights","Low","11","R_xEoU0dv89ZMyPsJ",2,1,2,3
"Heights","Low","11","R_XG3Wqt7gORf1m0N",1,2,4,1
"Heights","Low","11","R_z07IhJqI66Lr2Pn",1,1,5,5
"Heights","Low","11","R_ZahwvNyDxFOJ5AJ",5,2,5,5
"Heights","Low","11","R_ZHP1LqimCNldWtr",1,1,7,4
"Heights","Low","12","R_02hovykUguDYNvX",3,2,5,5
"Heights","Low","12","R_07LWbSNN2LeacH7",1,1,4,1
"Heights","Low","12","R_0D3jz5vAZzHLlRf",1,1,7,7
"Heights","Low","12","R_0U7Lx46Ea7gH93H",3,3,6,4
"Heights","Low","12","R_10PMBlLxTrAn3La",4,3,5,2
"Heights","Low","12","R_12tikKz34x8g6no",5,5,5,6
"Heights","Low","12","R_1C6Yob8vtleTMVa",1,1,5,1
"Heights","Low","12","R_1Cl5O6CqdXvL4uQ",2,1,6,7
"Heights","Low","12","R_1db1tMBEEHcORzc",5,4,4,6
"Heights","Low","12","R_1dGPDAkjnInPvLv",4,1,5,4
"Heights","Low","12","R_1dhQLdeO2c59N63",4,1,6,7
"Heights","Low","12","R_1dL9aI0w8MzcXar",6,2,7,6
"Heights","Low","12","R_1DUppTsWbo3CX2H",1,1,4,3
"Heights","Low","12","R_1eFffdFHvefh6Xy",2,1,5,6
"Heights","Low","12","R_1Ehc8q8iyqKG8ns",3,2,7,1
"Heights","Low","12","R_1eQbKcCudmqEyKP",5,1,7,6
"Heights","Low","12","R_1g8BMqTUhQHVe1N",7,3,6,7
"Heights","Low","12","R_1gbgwAmly9SYuUJ",3,2,6,6
"Heights","Low","12","R_1GBsFuA3ZVcPRWe",1,1,5,4
"Heights","Low","12","R_1GDI4erSIx7VG4a",2,6,7,7
"Heights","Low","12","R_1gMDGZAGteVx7jy",4,3,4,2
"Heights","Low","12","R_1gSjyaJPHI8KVez",4,1,7,4
"Heights","Low","12","R_1GTYk1ZyrXpa1du",4,2,5,4
"Heights","Low","12","R_1GVRcZcNViwhY00",4,1,4,5
"Heights","Low","12","R_1H16OHLkn1F958t",1,1,4,4
"Heights","Low","12","R_1IcKUlJ5I6gvH74",5,1,6,5
"Heights","Low","12","R_1j9swkI23ULWb79",4,3,2,4
"Heights","Low","12","R_1jj544KSRmDnn1e",1,1,4,2
"Heights","Low","12","R_1JJIiXozQxILD1w",3,1,7,7
"Heights","Low","12","R_1jkWw27Jo9Javir",3,1,4,1
"Heights","Low","12","R_1kYwzlUTUo6LDcl",5,5,3,4
"Heights","Low","12","R_1Lnj9cPvmtTXqVB",4,5,2,5
"Heights","Low","12","R_1LUJLwh9qDrA5Y7",3,1,5,2
"Heights","Low","12","R_1LXWKY7izS3P2II",5,4,6,5
"Heights","Low","12","R_1mdTD3aVSC7uDMd",1,1,4,1
"Heights","Low","12","R_1mOE5AIdk87Kh7U",5,4,5,6
"Heights","Low","12","R_1MWhLlfgDbuWsva",2,6,2,5
"Heights","Low","12","R_1mXdBon4pwRQsXB",5,2,6,6
"Heights","Low","12","R_1NCCj6Nz27k5yP8",1,1,4,4
"Heights","Low","12","R_1nU4CABEilUuhea",3,1,7,5
"Heights","Low","12","R_1OI8hNAeEaHPPsW",2,1,3,3
"Heights","Low","12","R_1OvqYMyxuFyHRyE",1,1,5,6
"Heights","Low","12","R_1pDrHHJ48cBmanv",5,5,2,5
"Heights","Low","12","R_1pRnuiyols8PW6d",1,1,7,6
"Heights","Low","12","R_1PT4VMXzyu9X4vk",1,1,4,4
"Heights","Low","12","R_1pW1nozXPce7B2K",4,4,4,4
"Heights","Low","12","R_1pZ2DYf9U47F1D8",5,3,5,5
"Heights","Low","12","R_1qaieaKdF5EmRiY",5,1,4,6
"Heights","Low","12","R_1qVaC4D1KbxmCQY",5,3,6,6
"Heights","Low","12","R_1rjrBKLKM9db7WK",5,3,6,5
"Heights","Low","12","R_1rqO7j4Xmu87K6Y",3,2,5,6
"Heights","Low","12","R_20ZnUh7tdcBeNeE",5,1,6,2
"Heights","Low","12","R_21ALhxbLBCibvkH",1,1,4,5
"Heights","Low","12","R_21teA0iKhSVzP7n",1,1,4,1
"Heights","Low","12","R_22obeeOw4NH8Htf",5,1,7,6
"Heights","Low","12","R_23eHB3ku86oKY7E",3,2,4,4
"Heights","Low","12","R_24AHi36C1tDKRDY",4,2,6,6
"Heights","Low","12","R_24jFPux1Ro8lIvm",1,1,4,6
"Heights","Low","12","R_24kfeQ80ukvZv2y",5,2,6,5
"Heights","Low","12","R_25LylmU2vMkw8hu",5,1,6,5
"Heights","Low","12","R_25WScvehCh4Uji5",4,1,5,6
"Heights","Low","12","R_27OJMmyphe1MPJ9",6,5,3,6
"Heights","Low","12","R_27QNj5g70puzChi",5,2,5,4
"Heights","Low","12","R_2aDoktnWlgQzDLD",5,2,6,5
"Heights","Low","12","R_2af7wuavAJCwAuX",4,1,5,2
"Heights","Low","12","R_2AKgXpCPM3DhbWA",4,3,4,4
"Heights","Low","12","R_2alamzgEQ6HfEBZ",2,2,5,3
"Heights","Low","12","R_2arUSyyZ6Su5zIz",5,3,4,3
"Heights","Low","12","R_2bN5UY9UkQoZbPR",1,1,4,4
"Heights","Low","12","R_2cjdC0KDNDXzfMg",5,1,5,6
"Heights","Low","12","R_2CTF6DYoxo4qp7q",5,1,6,3
"Heights","Low","12","R_2EiMriXOE5s1mS9",2,2,4,5
"Heights","Low","12","R_2eXAAkEkr0NTtNv",3,3,4,4
"Heights","Low","12","R_2OVGSoMSQYDJbeP",4,3,4,6
"Heights","Low","12","R_2q4VqWiiCFWajt7",4,4,3,4
"Heights","Low","12","R_2QFc9So8uqx7zrt",4,1,3,5
"Heights","Low","12","R_2qfRlihaJGKVcaE",1,1,5,6
"Heights","Low","12","R_2QlM2cDlNgClEmO",6,5,3,5
"Heights","Low","12","R_2qxbXHtlB6qnRoG",7,5,2,7
"Heights","Low","12","R_2rHfbD6ikCVgDGH",1,1,6,3
"Heights","Low","12","R_2sRYsPQ3NsfMbYg",4,1,4,4
"Heights","Low","12","R_2SvmRVhhPSB6SVm",6,6,2,5
"Heights","Low","12","R_2tzj1YW66bkKb4m",6,1,6,6
"Heights","Low","12","R_2uDqycEYtFxtzCy",6,1,7,6
"Heights","Low","12","R_2uO32vZC8Fm6SX9",5,3,2,2
"Heights","Low","12","R_2usUVsDp0hI7J1T",2,2,5,4
"Heights","Low","12","R_2UWcqZdUPtP72Jk",5,1,7,6
"Heights","Low","12","R_2VaVNcQVsiiA9iM",4,2,5,7
"Heights","Low","12","R_2VBDEEysrjSJmbH",5,2,6,5
"Heights","Low","12","R_2vc51ODstmx0ZSu",1,1,7,6
"Heights","Low","12","R_2VjA9TyvLo7kaJ4",7,7,7,7
"Heights","Low","12","R_2VmDZQcjOmO2svq",7,6,7,5
"Heights","Low","12","R_2wFg9AcQrCu55Sp",1,2,6,5
"Heights","Low","12","R_2wNc2mET4n9rGZP",2,2,4,2
"Heights","Low","12","R_2WUxRCE94Rnvpbn",7,1,7,6
"Heights","Low","12","R_2WZ1HeLze5u5OxP",3,1,5,5
"Heights","Low","12","R_2YQdOxrw5qsM48s",7,1,6,4
"Heights","Low","12","R_2YqUeVF4AoW9MvB",5,4,5,4
"Heights","Low","12","R_2YXqTMKyhy5RBYR",2,5,3,5
"Heights","Low","12","R_2z7q1EkCiBzJZ5e",5,1,6,5
"Heights","Low","12","R_2zdxiXgY3GkN1sK",4,1,7,4
"Heights","Low","12","R_2zdypco37CT9Pr3",5,1,7,6
"Heights","Low","12","R_2zIy1c7smtu4An5",3,3,2,2
"Heights","Low","12","R_2ZKYsxFJUzWzQzU",5,1,5,6
"Heights","Low","12","R_305ItLpTNsERowr",1,1,1,1
"Heights","Low","12","R_308fAGXAjvPsvTI",3,2,4,2
"Heights","Low","12","R_31QMaLLICfNqbPe",1,4,5,2
"Heights","Low","12","R_31YFNJrXl5tw9hx",5,2,7,7
"Heights","Low","12","R_33rP9NEIgg90lY8",2,1,5,4
"Heights","Low","12","R_3CN3v70gw3Es9oA",1,1,7,4
"Heights","Low","12","R_3dX4NtfVHJQLcq4",2,1,5,5
"Heights","Low","12","R_3e8Gko0Kv1qSXSL",2,1,6,4
"Heights","Low","12","R_3EakufORNoswZxY",2,2,4,4
"Heights","Low","12","R_3Eo19xBdodh5BNW",3,2,5,6
"Heights","Low","12","R_3EQC0CHAK7OFgFx",1,1,6,2
"Heights","Low","12","R_3esQpQ4iuLpdZP4",4,1,6,5
"Heights","Low","12","R_3fiKSfwprnbbZVY",5,1,6,5
"Heights","Low","12","R_3fTvhseqy5iLar9",6,5,1,5
"Heights","Low","12","R_3HzPWTTaGI6vOZj",3,1,6,5
"Heights","Low","12","R_3iBZlz1UfBe7Rt4",2,1,6,7
"Heights","Low","12","R_3iPBNS4kQ3kfklP",6,2,7,5
"Heights","Low","12","R_3Iz85vApvmtC7W9",1,1,4,2
"Heights","Low","12","R_3JeccEQZIMqVvoQ",2,1,4,5
"Heights","Low","12","R_3jfb7IFXpunnHQ5",1,1,5,3
"Heights","Low","12","R_3JJX2QNr3kHHl00",3,5,4,4
"Heights","Low","12","R_3jZnIC2F8kbe7Fq",4,1,6,6
"Heights","Low","12","R_3k26oKoDIybCKJ6",2,1,5,5
"Heights","Low","12","R_3kH9ieEExeYqQQx",3,2,4,4
"Heights","Low","12","R_3kijHRU5RXB5dwy",7,1,7,7
"Heights","Low","12","R_3kN2XJMRe18Oa9H",1,1,7,5
"Heights","Low","12","R_3KpH07rqM0125YP",1,1,7,4
"Heights","Low","12","R_3LihcqxHfIfqYMB",1,1,6,5
"Heights","Low","12","R_3m9aTnIUqsa9E6W",2,2,4,2
"Heights","Low","12","R_3MaOtMe5DfFYsys",5,5,2,5
"Heights","Low","12","R_3MLjBNIXIXTFOSn",2,2,3,3
"Heights","Low","12","R_3n3oQ1sHVCGZJhk",5,1,4,6
"Heights","Low","12","R_3NCbXNAgTCITqgs",2,1,3,5
"Heights","Low","12","R_3nee6iFBgYTiFvA",4,1,7,6
"Heights","Low","12","R_3nphJhOpYSgX1Rd",3,2,4,5
"Heights","Low","12","R_3O1zia7dB2MSGQ1",1,1,6,6
"Heights","Low","12","R_3p57s8wWBDXOWW0",7,7,2,6
"Heights","Low","12","R_3p57uX9D9NmdMxu",5,3,5,5
"Heights","Low","12","R_3PAdZukqJzvYg1U",1,1,6,6
"Heights","Low","12","R_3PgGbWzZv82rKcj",1,1,6,6
"Heights","Low","12","R_3PiT9o1eAbb45ry",3,1,7,7
"Heights","Low","12","R_3PvrWnQpRsMHjvh",6,1,7,5
"Heights","Low","12","R_3qHxUqJ2KkOfHAu",5,3,6,5
"Heights","Low","12","R_3qsP39qBMQF8DNy",7,1,7,7
"Heights","Low","12","R_3qvBRmWKUyBqJMX",4,1,6,5
"Heights","Low","12","R_3s4GwzWJliZy7bk",3,1,4,3
"Heights","Low","12","R_3s7F7MDpER2HckU",3,3,2,4
"Heights","Low","12","R_3smqNeDRxVs5Fwz",1,3,7,7
"Heights","Low","12","R_3svMUmnXgfdyq4V",1,1,7,6
"Heights","Low","12","R_55cw6PG2lmXZMlP",5,4,5,6
"Heights","Low","12","R_5zoLhofyHnPlirn",3,1,5,4
"Heights","Low","12","R_6G1wWsstEjM1isF",4,2,4,6
"Heights","Low","12","R_6MqjOV3SyUV575n",4,3,4,4
"Heights","Low","12","R_8k278Iji5UZaGwF",3,2,5,5
"Heights","Low","12","R_9B4REuFFfjrDJSN",3,1,5,5
"Heights","Low","12","R_9KNNOgqWsedvUm5",1,1,5,5
"Heights","Low","12","R_9MpP6jL8fbY9XiN",4,1,4,4
"Heights","Low","12","R_A10vSJbbn9AEKPv",6,5,1,6
"Heights","Low","12","R_a3FdPK6jmiTLoSB",3,3,4,4
"Heights","Low","12","R_A6w2nJMvpZM9ahP",5,1,6,6
"Heights","Low","12","R_A6zWt8C78EJco8h",4,1,6,6
"Heights","Low","12","R_AdliR4DkBxZOQSd",6,3,5,6
"Heights","Low","12","R_AO5DiOp7eBsA50Z",4,3,5,4
"Heights","Low","12","R_bOT4UjYNW1SFosN",5,3,6,7
"Heights","Low","12","R_bpckZJOF00rfj5n",7,1,7,7
"Heights","Low","12","R_bvE7mA29JbiFeg1",3,4,4,3
"Heights","Low","12","R_bxEn0tgUAyPybCh",3,2,4,2
"Heights","Low","12","R_C98VjxdSDzxm1PP",7,7,1,7
"Heights","Low","12","R_cSGFpisvg3Lt4JP",1,1,5,6
"Heights","Low","12","R_db4aG8cjPAbqlyx",5,4,3,5
"Heights","Low","12","R_engyRILxkKUj4eR",4,1,6,7
"Heights","Low","12","R_ePeqcssZ381hLIB",7,7,1,7
"Heights","Low","12","R_eyvoSYoLrurpcA1",5,3,4,6
"Heights","Low","12","R_Od4keDsH3ZQZsc1",7,2,7,7
"Heights","Low","12","R_ONGtbFrygHo3EaZ",1,1,4,4
"Heights","Low","12","R_OvdtH0BhKbbq5nH",2,1,4,4
"Heights","Low","12","R_PAH4rmCF2fLYnEl",1,1,5,4
"Heights","Low","12","R_pgYFD4xopMcwhNL",4,3,4,6
"Heights","Low","12","R_PIe7UuZex8xBzUd",1,1,6,7
"Heights","Low","12","R_Q67uqHeuwohxWi5",2,1,3,4
"Heights","Low","12","R_qyDSetAMKsEPeWB",3,1,6,3
